Rank,Land Area (sq mi),City,State,Population
672,37.53,Deltona, FL,"85,765"
673,37.51,Sugarcreek, PA,"5,238"
674,37.39,Fairfield, CA,"107,983"
675,37.37,Worcester, MA,"182,511"
676,37.25,Keene, NH,"23,281"
677,37.16,Elgin, IL,"110,906"
678,37.16,Gadsden, AL,"36,621"
679,37.13,Iliamna, AK,71
680,37.06,Willow Creek, AK,46
681,37.04,Joshua Tree, CA,"7,564"
682,36.96,Superior, WI,"26,932"
683,36.92,Vashon, WA,"10,447"
684,36.90,Low Mountain, AZ,751
685,36.87,Modesto, CA,"205,984"
686,36.84,Murrysville, PA,"20,171"
687,36.83,Cedar City, UT,"29,175"
688,36.82,Winslow, ME,"7,709"
689,36.81,Escondido, CA,"147,603"
690,36.79,Hawaiian Ocean View, HI,"3,927"
691,36.72,Quartzsite, AZ,"3,646"
692,36.70,Olive Branch, MS,"34,543"
693,36.59,Alatna, AK,2
694,36.50,Sterling Heights, MI,"130,604"
695,36.50,Paris, TX,"25,023"
696,36.47,Chena Ridge, AK,"5,671"
697,36.44,New Berlin, WI,"39,712"
698,36.40,Lewisville, TX,"99,039"
699,36.38,Mansfield, TX,"59,757"
700,36.37,Stebbins, AK,538
701,36.36,Suamico, WI,"11,621"
702,36.30,Carrollton, TX,"124,501"
703,36.25,Visalia, CA,"126,942"
704,36.22,Roseville, CA,"124,250"
705,36.22,Waldorf, MD,"71,358"
706,36.21,Lake Elsinore, CA,"56,243"
707,36.13,Redlands, CA,"69,787"
708,36.12,Star Valley, AZ,"2,333"
709,36.12,Pink, OK,"2,282"
710,36.05,Lakeville, MN,"57,715"
711,36.05,Lansing, MI,"114,382"
712,35.96,Wildwood, FL,"6,782"
713,35.95,Jefferson City, MO,"43,184"
714,35.91,Richfield, WI,"11,365"
715,35.87,Miami, FL,"416,432"
716,35.86,Huntsville, TX,"39,764"
717,35.84,Coldfoot, AK,11
718,35.83,Valdosta, GA,"56,324"
719,35.82,Cedar Hill, TX,"46,414"
720,35.78,San Tan Valley, AZ,"86,743"
721,35.78,Rochester, NY,"210,461"
722,35.76,Sparks, NV,"92,236"
723,35.74,Manokotak, AK,673
724,35.72,Corcoran, MN,"5,482"
725,35.72,Rock Hill, SC,"68,185"
726,35.72,Richland, WA,"51,116"
727,35.70,Livonia, MI,"95,888"
728,35.63,Kailua, HI,"12,727"
729,35.61,Romulus, MI,"23,721"
730,35.60,North Branch, MN,"10,099"
731,35.60,Woodbury village, NY,"10,638"
732,35.56,Joplin, MO,"50,900"
733,35.56,West Valley City, UT,"132,329"
734,35.53,Oro Valley, AZ,"41,493"
735,35.48,Victoria, TX,"64,275"
736,35.44,Baytown, TX,"74,157"
737,35.35,Howell, UT,227
738,35.28,Whale Pass, AK,39
739,35.20,Cloquet, MN,"12,064"
740,35.15,Clinton, IA,"26,611"
741,35.14,Arvada, CO,"109,800"
742,35.13,Keystone, FL,"22,678"
743,35.12,La Quinta, CA,"38,774"
744,35.07,Warner Robins, GA,"71,359"
745,35.06,Fort Hall, ID,"3,315"
746,35.04,Warwick, RI,"82,065"
747,35.02,Hot Springs, AR,"35,486"
748,34.99,Apache Junction, AZ,"36,965"
749,34.99,Graham, WA,"24,330"
750,34.97,Fitchburg, WI,"26,050"
751,34.89,Davie, FL,"95,721"
752,34.84,Nikolaevsk, AK,196
753,34.84,Thornton, CO,"124,707"
754,34.82,Kingman, AZ,"28,381"
755,34.80,Scandia, MN,"3,976"
756,34.77,Fort Lauderdale, FL,"171,137"
757,34.75,Saint George, AK,33
758,34.75,Alachua, FL,"9,291"
759,34.75,Gulkana, AK,104
760,34.73,Woodbury, MN,"64,544"
761,34.68,Bloomington, MN,"85,136"
762,34.65,Mad River, CA,398
763,34.64,New Smyrna Beach, FL,"22,993"
764,34.64,Godfrey, IL,"17,911"
765,34.61,Kula, HI,"6,687"
766,34.61,Greenville, NC,"87,546"
767,34.60,Red Wing, MN,"16,502"
768,34.58,Franklin, WI,"35,920"
769,34.54,Terre Haute, IN,"61,040"
770,34.51,Grass Valley, NV,927
771,34.47,Primrose, AK,51
772,34.46,Seguin, TX,"26,237"
773,34.42,Germantown, WI,"19,791"
774,34.40,Park Hill, OK,"3,887"
775,34.39,Ham Lake, MN,"15,565"
776,34.38,Warren, MI,"134,398"
777,34.35,Hermantown, MN,"9,588"
778,34.32,Calais, ME,"3,063"
779,34.29,Commerce City, CO,"48,792"
780,34.26,Bangor, ME,"32,800"
781,34.24,Northampton, MA,"28,637"
782,34.19,Croom, MD,"3,028"
783,34.15,Lewiston, ME,"36,410"
784,34.11,Round Rock, TX,"106,972"
785,34.10,Lenexa, KS,"49,573"
786,34.09,Ozark, AL,"14,835"
787,34.06,Jeffersonville, IN,"45,869"
788,34.05,Port Clarence, AK,43
789,34.05,Montana City, MT,"2,683"
790,34.04,Belfast, ME,"6,664"
791,34.03,Arbon Valley, ID,730
792,33.99,Mission, TX,"80,538"
793,33.98,Adak, AK,114
794,33.96,Rosedale, CA,"14,826"
795,33.96,Youngstown, OH,"66,013"
796,33.88,Homestead Valley, CA,"3,366"
797,33.88,Andover, MN,"31,271"
798,33.86,Melbourne, FL,"77,216"
799,33.86,Janesville, WI,"63,674"
800,33.85,Oak Grove, MN,"8,145"
801,33.85,Blaine, MN,"59,295"
802,33.79,Butte, AK,"3,544"
803,33.79,Castle Rock, CO,"51,802"
804,33.73,Mount Pleasant, WI,"26,220"
805,33.72,The Lakes, MN,669
806,33.69,Midland, MI,"42,067"
807,33.65,Portsmouth, VA,"96,007"
808,33.62,Cottage Grove, MN,"35,169"
809,33.59,Loveland, CO,"70,093"
810,33.59,Fishers, IN,"81,060"
811,33.58,Murrieta, CA,"106,326"
812,33.57,Dillingham, AK,"2,255"
813,33.56,Lawrence, KS,"90,194"
814,33.56,Nowthen, MN,"4,493"
815,33.52,Snowflake, AZ,"5,595"
816,33.51,Rancho Cordova, CA,"67,167"
817,33.50,Valley Grande, AL,"3,951"
818,33.47,Troy, MI,"82,106"
819,33.45,Hugo, MN,"13,850"
820,33.45,Everett, WA,"104,708"
821,33.42,Rushford Village, MN,947
822,33.42,Flint, MI,"100,569"
823,33.38,Lufkin, TX,"35,754"
824,33.35,Navajo Mountain, UT,557
825,33.35,Sunrise Manor, NV,"187,647"
826,33.33,Salome, AZ,"1,467"
827,33.33,Ajo, AZ,"3,787"
828,33.33,Pleasant Prairie, WI,"20,015"
829,33.28,Farmington Hills, MI,"80,682"
830,33.23,Spring Valley, NV,"183,937"
831,33.22,Rosemount, MN,"22,469"
832,33.22,Merrillville, IN,"35,262"
833,33.13,Fall River, MA,"88,756"
834,33.12,Pembroke Pines, FL,"159,920"
835,33.10,Brandon, FL,"106,604"
836,33.10,Manchester, NH,"110,065"
837,33.03,Broomfield, CO,"59,027"
838,33.03,Trussville, AL,"20,229"
839,33.03,Egegik, AK,74
840,33.02,Milam, TX,"1,283"
841,33.01,Rail Road Flat, CA,369
842,33.01,Bend, OR,"79,698"
843,32.98,Vicksburg, MS,"23,559"
844,32.98,Tanque Verde, AZ,"16,411"
845,32.97,Haverhill, MA,"61,769"
846,32.95,Hobart, WI,"6,951"
847,32.94,Horizon West, FL,"17,222"
848,32.92,Chico, CA,"87,517"
849,32.92,Menomonee Falls, WI,"35,828"
850,32.86,Washington, UT,"20,999"
851,32.85,Prattville, AL,"34,349"
852,32.82,Rochester Hills, MI,"72,195"
853,32.82,Blanchard, OK,"7,625"
854,32.81,Gustavus, AK,529
855,32.73,Saint Michael, MN,"16,767"
856,32.68,Plymouth, MN,"72,868"
857,32.68,Cookeville, TN,"31,004"
858,32.65,Taylor, AZ,"4,112"
859,32.64,Toksook Bay, AK,650
860,32.63,Maple Grove, MN,"64,364"
861,32.63,Greenville, TX,"25,892"
862,32.51,Ethete, WY,"1,850"
863,32.49,Dyer, NV,149
864,32.48,New Stuyahok, AK,574
865,32.46,West Jordan, UT,"108,062"
866,32.45,Eden Prairie, MN,"62,096"
867,32.41,Pine, AZ,"1,068"
868,32.38,Sugar Land, TX,"82,420"
869,32.37,Independence, MN,"3,634"
870,32.32,Truckee, CA,"16,191"
871,32.30,Bristol, TN,"26,705"
872,32.24,Green Valley, AZ,"22,519"
873,32.22,Portage, MI,"47,137"
874,32.22,Pocatello, ID,"54,466"
875,32.21,Shaver Lake, CA,735
876,32.11,Pinon Hills, CA,"6,654"
877,32.09,Sumter, SC,"40,819"
878,32.06,Green, OH,"25,835"
879,32.05,Copper Mountain, CO,268
880,32.04,Eau Claire, WI,"67,036"
881,32.03,San Luis, AZ,"30,139"
882,31.97,Bellevue, WA,"132,268"
883,31.95,Big Bear City, CA,"12,563"
884,31.94,Kannapolis, NC,"43,865"
885,31.93,Grapevine, TX,"48,671"
886,31.93,Columbia, MD,"102,116"
887,31.93,Ormond Beach, FL,"38,502"
888,31.93,Gainesville, GA,"34,938"
889,31.89,Mesquite, NV,"16,072"
890,31.87,Springfield, MA,"153,836"
891,31.85,Loxley, AL,"2,170"
892,31.81,Dayton, NV,"8,972"
893,31.77,Chesterfield, MO,"47,651"
894,31.69,Fairbanks, AK,"32,100"
895,31.69,Hernando, FL,"9,109"
896,31.64,Pike Road, AL,"6,605"
897,31.63,Millington, TN,"11,152"
898,31.59,Muskego, WI,"24,387"
899,31.58,Palmer Town, MA,"12,155"
900,31.56,Sun Valley, AZ,256
901,31.55,Westminster, CO,"109,296"
902,31.54,Johnstown, WY,306
903,31.54,Columbia, TN,"35,207"
904,31.52,Charleston, WV,"50,911"
905,31.51,Farmington, NM,"45,383"
906,31.49,Coopertown, TN,"4,321"
907,31.45,Crowheart, WY,85
908,31.39,Perris, CA,"71,377"
909,31.37,Noblesville, IN,"56,576"
910,31.37,Hendersonville, TN,"53,257"
911,31.32,Tonto Basin, AZ,"1,453"
912,31.30,Winter Haven, FL,"35,070"
913,31.29,Bentonville, AR,"38,572"
914,31.24,Apopka, FL,"44,462"
915,31.24,Enterprise, AL,"27,375"
916,31.24,Robinson, TX,"11,051"
917,31.24,Bigfork, MT,"4,375"
918,31.20,Furnace Creek, CA,187
919,31.20,Paragould, AR,"26,859"
920,31.20,Gallatin, TN,"31,800"
921,31.19,Nampa, ID,"84,660"
922,31.12,Eagan, MN,"65,053"
923,31.10,Pleasant Valley, AK,280
924,31.04,Sahuarita, AZ,"26,441"
925,31.04,Meadview, AZ,687
926,31.03,Pearl River, MS,"3,935"
927,30.91,Beaumont, CA,"39,620"
928,30.91,Rome, GA,"36,099"
929,30.87,Mansfield, OH,"47,150"
930,30.85,Nashua, NH,"86,799"
931,30.84,Bismarck, ND,"65,123"
932,30.81,Needles, CA,"4,923"
933,30.81,The Villages, FL,"61,046"
934,30.80,Leesburg, FL,"20,915"
935,30.73,Johns Creek, GA,"80,979"
936,30.67,Vallejo, CA,"118,078"
937,30.67,Oxford, AL,"21,250"
938,30.66,Hopkinsville, KY,"32,507"
939,30.63,Shelton, CT,"40,472"
940,30.59,Independence, UT,213
941,30.56,Forest Lake, MN,"18,933"
942,30.55,Concord, CA,"125,017"
943,30.50,Pasco, WA,"65,858"
944,30.49,Trotwood, OH,"24,322"
945,30.48,Linden, AZ,"2,605"
946,30.45,Glendale, CA,"195,380"
947,30.42,Desert Center, CA,208
948,30.40,Benson, UT,"1,120"
949,30.38,Tanaina, AK,"9,391"
950,30.33,Pocola, OK,"4,043"
951,30.31,Willow Creek, CA,"1,425"
952,30.31,Lakehills, TX,"5,363"
953,30.28,Alamo, NV,939
954,30.28,Headland, AL,"4,637"
955,30.28,Lancaster, TX,"37,731"
956,30.26,Novi, MI,"56,887"
957,30.25,Pasadena Hills, FL,"8,190"
958,30.23,Allentown, FL,990
959,30.23,Gautier, MS,"18,581"
960,30.22,San Marcos, TX,"51,289"
961,30.20,Sale Creek, TN,"2,564"
962,30.19,Holy Cross, AK,209
963,30.16,Corinth, MS,"14,797"
964,30.15,Temecula, CA,"104,955"
965,30.15,Poteau, OK,"8,563"
966,30.09,Biddeford, ME,"21,303"
967,30.09,Robie Creek, ID,"1,509"
968,30.08,Draper, UT,"44,656"
969,30.07,Richmond, CA,"106,469"
970,30.01,Grenada, MS,"12,951"
971,30.00,Emily, MN,837
972,29.98,Oregon, OH,"20,282"
973,29.97,Dubuque, IA,"58,068"
974,29.96,Ellicott City, MD,"68,507"
975,29.92,Fairview town, NC,"3,480"
976,29.86,Roswell, NM,"48,568"
977,29.86,Coaldale, CO,296
978,29.84,Lemon Grove, FL,702
979,29.77,Okaton, SD,6
980,29.76,Monroe, NC,"33,588"
981,29.71,Hickory, NC,"40,108"
982,29.70,Placitas CDP, NM,"5,145"
983,29.66,Saint Gabriel, LA,"6,796"
984,29.66,Saint Augusta, MN,"3,434"
985,29.64,Chino, CA,"80,810"
986,29.64,Saint Hedwig, TX,"1,872"
987,29.62,Auburn, WA,"73,403"
988,29.60,Smyrna, TN,"42,235"
989,29.59,Marshall, TX,"24,424"
990,29.59,Madison, AL,"44,866"
991,29.58,Cleburne, TX,"29,765"
992,29.58,Honalo, HI,"2,822"
993,29.56,Otsego, MN,"14,257"
994,29.54,Stillwater, OK,"46,851"
995,29.53,Alakanuk, AK,733
996,29.52,Miramar, FL,"128,414"
997,29.46,Welling, OK,874
998,29.39,Pooler, GA,"20,646"
999,29.37,Titusville, FL,"44,032"
1000,29.36,Alsen, ND,55
1001,29.35,Kualapu'u, HI,"2,061"
1002,29.33,Boca Raton, FL,"88,187"
1003,29.33,Ankeny, IA,"49,488"
1004,29.33,La Paz Valley, AZ,644
1005,29.29,Saddlebrooke, AZ,"9,392"
1006,29.29,Mount Charleston, NV,317
1007,29.29,Collierville, TN,"46,780"
1008,29.29,Chenega, AK,72
1009,29.28,Panama City, FL,"36,405"
1010,29.24,Hermitage, PA,"16,237"
1011,29.21,Monroe, LA,"49,455"
1012,29.20,Fifty Lakes, MN,289
1013,29.19,O Fallon, MO,"81,978"
1014,29.18,Indio, CA,"82,539"
1015,29.16,Palermo, CA,"5,419"
1016,29.15,Cartersville, GA,"19,858"
1017,29.09,Tunica Resorts, MS,"1,526"
1018,29.04,Texarkana, TX,"36,999"
1019,29.03,Liberty, MO,"29,806"
1020,29.00,Wilton, CA,"4,670"
1021,28.95,Coachella, CA,"42,576"
1022,28.94,Carlsbad, NM,"26,996"
1023,28.94,Oljato-Monument Valley, UT,"1,106"
1024,28.93,Wellton, AZ,"2,934"
1025,28.93,Angel Fire, NM,"1,161"
1026,28.92,Eagle, ID,"21,102"
1027,28.91,East Lake, FL,"32,335"
1028,28.81,Leominster, MA,"40,954"
1029,28.81,Ramsey, MN,"24,441"
1030,28.81,East Milton, FL,"11,337"
1031,28.80,West Alton, MO,591
1032,28.80,South Valley, NM,"41,760"
1033,28.79,Tuttle, OK,"6,252"
1034,28.75,Cedar Falls, IA,"40,009"
1035,28.75,Wilson, NC,"49,389"
1036,28.72,Centennial, CO,"104,213"
1037,28.71,Shoshone, CA,22
1038,28.70,Spanish Fort, AL,"7,357"
1039,28.67,Greenville, SC,"60,670"
1040,28.64,Muddy, MT,563
1041,28.63,Kent, WA,"122,620"
1042,28.62,Pray, MT,572
1043,28.62,Pataskala, OH,"15,069"
1044,28.59,Kenai, AK,"7,348"
1045,28.58,Plum, PA,"27,386"
1046,28.57,Shady Hills, FL,"10,687"
1047,28.56,Richardson, TX,"103,752"
1048,28.52,Chackbay, LA,"5,299"
1049,28.52,Waterbury, CT,"109,887"
1050,28.51,Point Lay, AK,246
1051,28.48,Benton, CA,178
1052,28.46,Jasper, AL,"14,247"
1053,28.45,Oak Creek, WI,"34,823"
1054,28.44,West Memphis, AR,"25,767"
1055,28.43,Cape Girardeau, MO,"38,665"
1056,28.43,Port Charlotte, FL,"55,206"
1057,28.42,Rockville, MN,"2,499"
1058,28.42,Missouri City, TX,"69,152"
1059,28.41,Flowood, MS,"8,218"
1060,28.41,Schertz, TX,"35,093"
1061,28.41,Alexandria, LA,"47,983"
1062,28.41,Grand Island, NE,"50,059"
1063,28.41,Bremerton, WA,"38,664"
1064,28.38,Monahans, TX,"7,204"
1065,28.37,Vacaville, CA,"93,994"
1066,28.35,Antioch, CA,"105,630"
1067,28.34,Cranston, RI,"80,680"
1068,28.34,Jeffrey City, WY,58
1069,28.31,Mechanicsville, VA,"36,991"
1070,28.28,Bethel Acres, OK,"2,970"
1071,28.28,Russellville, AR,"28,581"
1072,28.23,New Bern, NC,"30,171"
1073,28.22,Lino Lakes, MN,"20,671"
1074,28.19,Skamokawa Valley, WA,260
1075,28.14,Goldsboro, NC,"35,908"
1076,28.10,Jacksonville, AR,"28,728"
1077,28.08,Hackberry, LA,"1,284"
1078,28.07,Kingsbury, TX,881
1079,28.06,Saratoga Springs, NY,"26,998"
1080,28.06,Norwich, CT,"40,378"
1081,28.04,Queen Creek, AZ,"28,529"
1082,28.03,Calverton, NY,"6,372"
1083,28.02,Chalfant, CA,714
1084,28.01,Shakopee, MN,"38,613"
1085,27.94,Shafter, CA,"17,261"
1086,27.90,Junction City, CA,920
1087,27.90,Morristown, TN,"29,152"
1088,27.89,Yucaipa, CA,"52,406"
1089,27.85,Hemet, CA,"81,203"
1090,27.85,Yaak, MT,251
1091,27.83,Rincon Valley, AZ,"4,784"
1092,27.83,Ann Arbor, MI,"115,985"
1093,27.83,Fitchburg, MA,"40,419"
1094,27.81,Mason City, IA,"27,775"
1095,27.78,Arivaca, AZ,635
1096,27.76,Inver Grove Heights, MN,"34,258"
1097,27.75,Phenix City, AL,"35,753"
1098,27.75,Sunol, CA,956
1099,27.74,Lafayette, IN,"69,982"
1100,27.68,Rockwall, TX,"39,948"
1101,27.67,Two Rivers, AK,441
1102,27.67,Baden, MD,"1,942"
1103,27.65,Ennis, TX,"18,674"
1104,27.65,Arapahoe, WY,"1,398"
1105,27.63,Troy, AL,"18,636"
1106,27.61,Bainbridge Island, WA,"23,206"
1107,27.60,Beaufort, SC,"12,702"
1108,27.59,Anza, CA,"2,356"
1109,27.57,Truth Or Consequences, NM,"6,337"
1110,27.51,Missoula, MT,"68,377"
1111,27.50,Columbus, IN,"45,522"
1112,27.49,Lone Grove, OK,"5,142"
1113,27.44,Novato, CA,"53,451"
1114,27.43,Accokeek, MD,"10,806"
1115,27.43,Valley Center, CA,"9,872"
1116,27.43,Barrington Hills, IL,"3,653"
1117,27.41,Concow, CA,539
1118,27.37,Hollywood, FL,"145,128"
1119,27.30,Choctaw, OK,"11,619"
1120,27.28,Franklin, NH,"8,462"
1121,27.27,Santa Ana, CA,"331,266"
1122,27.22,Bloomington, IL,"77,883"
1123,27.20,Muncie, IN,"70,035"
1124,27.18,Plant City, FL,"35,866"
1125,27.18,Piperton, TN,"1,552"
1126,27.18,Yakima, WA,"92,806"
1127,27.17,Grant Valkaria, FL,"3,908"
1128,27.10,Shadeland, IN,"1,778"
1129,27.09,Watkins, CO,653
1130,27.09,Ogden, UT,"83,767"
1131,27.09,Brookfield, WI,"37,971"
1132,27.08,Bellingham, WA,"82,080"
1133,27.07,Spring Hill, TN,"31,467"
1134,27.05,Hays, MT,962
1135,27.05,Covenant Life, AK,151
1136,27.05,Nacogdoches, TX,"33,589"
1137,27.03,Zia Pueblo, NM,886
1138,26.98,False Pass, AK,31
1139,26.96,Unionville, NC,"6,180"
1140,26.94,Lecanto, FL,"5,394"
1141,26.93,Kennewick, WA,"75,971"
1142,26.93,Kenosha, WI,"99,709"
1143,26.93,Minnetonka, MN,"50,897"
1144,26.92,Kotzebue, AK,"3,273"
1145,26.91,Alpharetta, GA,"60,903"
1146,26.91,Ashland, LA,279
1147,26.90,Casper, WY,"57,815"
1148,26.89,Greenville, MS,"33,518"
1149,26.89,Oxnard, CA,"201,744"
1150,26.89,Cleveland, TN,"42,331"
1151,26.88,Hooper, UT,"7,720"
1152,26.86,World Golf Village, FL,"13,326"
1153,26.84,Westfield, IN,"32,426"
1154,26.81,Palm Desert, CA,"49,953"
1155,26.81,Attleboro, MA,"43,774"
1156,26.80,Cohasset, MN,"2,733"
1157,26.79,Meridian, ID,"81,025"
1158,26.79,Talkeetna, AK,508
1159,26.79,Sanford, NC,"28,798"
1160,26.78,Alpine, CA,"14,580"
1161,26.75,Casas Adobes, AZ,"68,525"
1162,26.75,Huntington Beach, CA,"195,686"
1163,26.74,Funny River, AK,935
1164,26.72,Ona, FL,314
1165,26.72,Dover, NH,"30,332"
1166,26.71,Fairfield, UT,126
1167,26.71,Durant, OK,"16,507"
1168,26.66,Port Orange, FL,"57,218"
1169,26.65,Bartlett, TN,"57,805"
1170,26.64,Edwards, CO,"9,385"
1171,26.64,Mentor, OH,"47,008"
1172,26.64,Weldon, CA,"2,604"
1173,26.63,Franklin Town, MA,"32,393"
1174,26.58,Thorne Bay, AK,536
1175,26.56,Sugarmill Woods, FL,"9,495"
1176,26.56,Summerfield, NC,"10,477"
1177,26.56,Albertville, AL,"21,363"
1178,26.52,Garden, UT,148
1179,26.52,Longtown, OK,"3,100"
1180,26.50,Thonotosassa, FL,"13,461"
1181,26.50,Helena Valley West Central, MT,"8,502"
1182,26.47,Utting, AZ,99
1183,26.45,Lacombe, LA,"7,726"
1184,26.43,Loma, ND,19
1185,26.43,Inchelium, WA,515
1186,26.41,Bristol, CT,"60,556"
1187,26.40,Nocatee, FL,"5,923"
1188,26.40,Beavercreek, OH,"45,738"
1189,26.36,Conneaut, OH,"12,836"
1190,26.34,Lehi, UT,"51,982"
1191,26.33,Hobart, IN,"29,136"
1192,26.33,Carlisle, OK,649
1193,26.29,Allen, TX,"89,845"
1194,26.27,Southfield, MI,"72,480"
1195,26.27,Goldsby, OK,"2,246"
1196,26.23,Yukon, OK,"24,127"
1197,26.20,Gloucester, MA,"29,237"
1198,26.19,Blythe, CA,"20,101"
1199,26.19,Longmont, CO,"88,547"
1200,26.18,Middletown, OH,"48,256"
1201,26.18,Perry, GA,"14,714"
1202,26.14,Mount Hood Village, OR,"5,417"
1203,26.14,Pilot Point, AK,47
1204,26.07,Brooklyn Park, MN,"77,579"
1205,26.04,Sheridan, CA,"1,465"
1206,26.02,North Hobbs, NM,"5,869"
1207,26.02,Brushy, OK,865
1208,26.01,Burleson, TX,"39,335"
1209,26.00,Florence, AL,"39,738"
1210,25.97,Arlington, VA,"220,173"
1211,25.91,Brandon, MS,"22,616"
1212,25.91,Saint Johns, AZ,"3,504"
1213,25.82,Minnetrista, MN,"6,661"
1214,25.76,Foley, AL,"15,428"
1215,25.75,Booneville, MS,"8,775"
1216,25.74,Snowmass Village, CO,"2,852"
1217,25.74,Cross Lake, MN,"2,022"
1218,25.73,Citronelle, AL,"3,892"
1219,25.73,Medford, OR,"76,648"
1220,25.73,Hernando, MS,"14,723"
1221,25.72,San Jacinto, CA,"45,497"
1222,25.68,King Cove, AK,900
1223,25.65,Cuyahoga Falls, OH,"49,316"
1224,25.64,Atascadero, CA,"28,792"
1225,25.63,Portage, IN,"37,008"
1226,25.60,Hudson, OH,"22,351"
1227,25.59,Oshkosh, WI,"66,430"
1228,25.59,Lewiston, UT,"1,978"
1229,25.57,Granger, IN,"29,400"
1230,25.56,Clearwater, FL,"109,210"
1231,25.52,Cotton City, NM,270
1232,25.51,Starkville, MS,"24,457"
1233,25.47,Manorville, NY,"14,169"
1234,25.46,Canton, OH,"72,668"
1235,25.46,Rainbow City, AL,"9,623"
1236,25.45,Medina, MN,"5,163"
1237,25.42,Great Falls, VA,"16,207"
1238,25.39,Guntersville, AL,"8,316"
1239,25.36,Elizabethtown, KY,"29,464"
1240,25.34,Cheektowaga, NY,"74,967"
1241,25.31,Scranton, PA,"75,842"
1242,25.31,Cohasset, CA,808
1243,25.29,Springfield, OH,"60,216"
1244,25.29,Prichard, AL,"22,475"
1245,25.27,Evans, GA,"32,591"
1246,25.26,Munson, FL,462
1247,25.23,Atascocita, TX,"69,470"
1248,25.22,Madison, MS,"24,871"
1249,25.22,Morongo Valley, CA,"3,605"
1250,25.21,Ringwood, NJ,"12,320"
1251,25.17,Livermore, CA,"83,901"
1252,25.17,Burlington, NC,"51,740"
1253,25.16,Weston, FL,"67,567"
1254,25.14,Homosassa Springs, FL,"13,403"
1255,25.13,Adamsville, AL,"4,472"
1256,25.13,Red Devil, AK,32
1257,25.11,Potomac, MD,"46,475"
1258,25.11,Salina, KS,"47,894"
1259,25.10,Lincoln, AL,"6,321"
1260,25.10,Grant, MN,"4,122"
1261,25.05,Afton, MN,"2,912"
1262,25.04,Syracuse, NY,"144,648"
1263,25.04,Alabaster, AL,"30,978"
1264,25.04,Douglas City, CA,670
1265,25.04,Framingham, MA,"69,900"
1266,25.04,New Franklin, OH,"14,245"
1267,25.03,Wimauma, FL,"6,327"
1268,25.01,Iowa City, IA,"70,597"
1269,25.00,Clinton, MD,"38,873"
1270,24.94,Walker, MI,"24,015"
1271,24.93,La Vergne, TN,"33,637"
1272,24.91,Belle Chasse, LA,"13,171"
1273,24.91,Burnsville, MN,"61,059"
1274,24.87,Mammoth Lakes, CA,"8,154"
1275,24.86,Weatherford, TX,"26,490"
1276,24.85,Pine Ridge, FL,"9,569"
1277,24.81,Waukesha, WI,"71,083"
1278,24.81,Pine Level, AL,"4,002"
1279,24.80,Orange, CA,"138,980"
1280,24.80,Bixby, OK,"22,480"
1281,24.79,Mclean, VA,"48,078"
1282,24.75,Pell City, AL,"13,128"
1283,24.73,Coalfield, TN,"2,475"
1284,24.68,Kalamazoo, MI,"75,190"
1285,24.66,Boulder, CO,"102,002"
1286,24.65,Lutz, FL,"20,184"
1287,24.65,Shingletown, CA,"2,241"
1288,24.64,Wyoming, MI,"73,434"
1289,24.64,Rendon, TX,"13,743"
1290,24.63,Strongsville, OH,"44,649"
1291,24.54,Peachtree City, GA,"34,701"
1292,24.54,Hawaiian Beaches, HI,"4,467"
1293,24.53,Aleknagik, AK,231
1294,24.53,Midpines, CA,689
1295,24.52,Cheyenne, WY,"61,470"
1296,24.45,Rancho Mirage, CA,"17,634"
1297,24.44,Windsor, CO,"19,865"
1298,24.44,Dublin, OH,"42,378"
1299,24.41,Angoon, AK,416
1300,24.40,Midwest City, OK,"55,964"
1301,24.40,Moody, AL,"12,124"
1302,24.39,Oak Hills, CA,"10,308"
1303,24.37,San Marcos, CA,"87,808"
1304,24.33,Sapulpa, OK,"20,308"
1305,24.33,Appleton, WI,"72,861"
1306,24.29,Alvin, TX,"24,938"
1307,24.27,Black Canyon City, AZ,"2,542"
1308,24.27,Sky Valley, CA,"2,493"
1309,24.26,Highlands Ranch, CO,"101,350"
1310,24.25,Statesville, NC,"25,132"
1311,24.25,Sunwest, AZ,2
1312,24.23,Pace, FL,"21,272"
1313,24.23,Union Hill-Novelty Hill, WA,"21,313"
1314,24.22,Dearborn, MI,"96,739"
1315,24.21,Ames, IA,"61,276"
1316,24.19,Newark, NJ,"278,750"
1317,24.16,Moss Point, MS,"13,690"
1318,24.14,Redland, AL,"4,571"
1319,24.14,Stewartville, AL,"1,855"
1320,24.14,Sevierville, TN,"15,592"
1321,24.11,Pleasanton, CA,"73,164"
1322,24.09,Calera, AL,"12,376"
1323,24.05,Bolingbrook, IL,"74,112"
1324,24.04,Leavenworth, KS,"35,738"
1325,24.00,Pompano Beach, FL,"103,234"
1326,23.98,Fountain, CO,"26,881"
1327,23.98,Talladega, AL,"16,034"
1328,23.96,Hobbs, NM,"35,343"
1329,23.95,White Mountain Lake, AZ,"1,916"
1330,23.94,Farson, WY,458
1331,23.93,Zachary, LA,"15,579"
1332,23.92,Mint Hill, NC,"23,934"
1333,23.91,Richmond, IN,"36,527"
1334,23.91,Bigfoot, TX,108
1335,23.90,Hillsboro, OR,"95,765"
1336,23.88,Palo Alto, CA,"65,998"
1337,23.84,Brigham City, UT,"18,264"
1338,23.84,Lake Norman Of Catawba, NC,"7,331"
1339,23.82,Takotna, AK,56
