Rank,Water Area (sq mi),City,State,Population
673,2.45,Oriole Beach, FL,"1,594"
674,2.45,Hartsville/Trousdale County, TN,"7,859"
675,2.45,Apollo Beach, FL,"15,648"
676,2.45,Tiverton, RI,"7,300"
677,2.44,South Toledo Bend, TX,559
678,2.44,Chanhassen, MN,"24,003"
679,2.44,Akhiok, AK,103
680,2.44,Stratford, CT,"52,092"
681,2.44,Happys Inn, MT,50
682,2.43,South Naknek, AK,60
683,2.43,Cusseta, GA,"11,846"
684,2.43,Karluk, AK,30
685,2.42,Moss Point, MS,"13,690"
686,2.42,Fruit Cove, FL,"30,770"
687,2.41,West Yarmouth, MA,"5,882"
688,2.40,Empire, LA,"1,098"
689,2.39,Maple Grove, MN,"64,364"
690,2.38,Kihei, HI,"22,314"
691,2.38,Saint Marys, GA,"17,555"
692,2.38,Aniak, AK,519
693,2.38,Land O Lakes, FL,"33,112"
694,2.38,Kupreanof, AK,48
695,2.38,Maysville, KY,"8,951"
696,2.37,Athens, TX,"12,782"
697,2.36,Inver Grove Heights, MN,"34,258"
698,2.36,Sand City, CA,355
699,2.36,Montgomery, AL,"204,095"
700,2.36,Folsom, CA,"73,334"
701,2.35,Stuart, FL,"15,850"
702,2.35,Chief Lake, WI,555
703,2.34,North Muskegon, MI,"3,769"
704,2.34,Deal Island, MD,419
705,2.33,Aquasco, MD,758
706,2.33,Pickensville, AL,578
707,2.33,Maalaea, HI,326
708,2.33,Fayetteville, AL,"1,232"
709,2.33,Port O Connor, TX,"1,153"
710,2.33,Newhalen, AK,175
711,2.32,Nulato, AK,272
712,2.32,Craig, AK,"1,295"
713,2.32,Sand Springs, OK,"19,277"
714,2.32,San Leandro, CA,"87,159"
715,2.31,Shawnee, OK,"30,609"
716,2.31,Newburyport, MA,"17,662"
717,2.31,Dover, NH,"30,332"
718,2.31,Eagan, MN,"65,053"
719,2.30,Westminster, CO,"109,296"
720,2.30,Des Allemands, LA,"1,773"
721,2.30,Cambridge, MD,"12,511"
722,2.29,Henderson, KY,"28,840"
723,2.28,Yonkers, NY,"198,654"
724,2.28,San Angelo, TX,"96,177"
725,2.28,Madeira Beach, FL,"4,297"
726,2.28,Shaver Lake, CA,735
727,2.28,Michigamme, MI,262
728,2.27,Kahaluu-Keauhou, HI,"3,807"
729,2.27,Anvik, AK,86
730,2.27,Surf City, NC,"2,498"
731,2.27,Washburn, WI,"2,190"
732,2.26,Mahtomedi, MN,"7,923"
733,2.26,Tiger Point, FL,"2,932"
734,2.25,Georgetown, TX,"53,007"
735,2.25,Pedro Bay, AK,22
736,2.25,Montauk, NY,"3,471"
737,2.25,Danbury, CT,"82,781"
738,2.25,Fishers, IN,"81,060"
739,2.25,Micco, FL,"8,555"
740,2.25,Kingsland, GA,"16,147"
741,2.24,Beverly Shores, IN,539
742,2.24,Huntington, WV,"49,053"
743,2.23,Kent Narrows, MD,436
744,2.23,New Stuyahok, AK,574
745,2.23,Funny River, AK,935
746,2.23,North Plymouth, MA,"3,747"
747,2.23,Rockland, ME,"7,241"
748,2.23,Baxter, MN,"7,710"
749,2.22,Wheeling, WV,"28,129"
750,2.22,Fort Thompson, SD,"1,305"
751,2.22,Peoria, IL,"115,718"
752,2.21,Ocean Bluff-Brant Rock, MA,"5,198"
753,2.21,Clermont, FL,"29,582"
754,2.21,Glacier View, AK,278
755,2.21,Bluffton, SC,"13,979"
756,2.21,Long Lake, NY,323
757,2.21,California, MD,"12,132"
758,2.21,North Palm Beach, FL,"12,272"
759,2.21,Larsen Bay, AK,52
760,2.20,Jackson, MS,"173,631"
761,2.19,Lakeside, FL,"31,522"
762,2.19,Independence, MN,"3,634"
763,2.19,Westhampton, NY,"2,978"
764,2.19,Bass Lake, IN,"1,298"
765,2.19,Lime Village, AK,22
766,2.19,Sacramento, CA,"476,075"
767,2.19,East Peoria, IL,"23,225"
768,2.19,Inglewood-Finn Hill, WA,"22,707"
769,2.18,Hot Springs Village, AR,"13,510"
770,2.17,Providence, RI,"178,562"
771,2.17,Wallowa Lake, OR,82
772,2.16,Baton Rouge, LA,"229,353"
773,2.15,Big Bay, MI,183
774,2.14,Dulac, LA,"1,116"
775,2.14,Indian River Shores, FL,"3,980"
776,2.13,Bridgton, ME,"2,182"
777,2.13,Davenport, IA,"101,316"
778,2.12,New Baltimore, MI,"12,144"
779,2.12,Cairo, IL,"2,688"
780,2.11,Lake Elmo, MN,"8,123"
781,2.11,Freeport, TX,"12,108"
782,2.11,Hammond, IN,"79,585"
783,2.10,Eau Claire, WI,"67,036"
784,2.10,Mound, MN,"9,205"
785,2.09,Algonquin, MD,"1,561"
786,2.09,Greer, SC,"26,626"
787,2.09,Long Beach, IN,"1,206"
788,2.08,The Colony, TX,"38,690"
789,2.08,Vicksburg, MS,"23,559"
790,2.08,Punta Rassa, FL,"1,800"
791,2.07,Cocoa, FL,"17,261"
792,2.07,Makena, HI,99
793,2.06,East Chicago, IN,"29,387"
794,2.06,Rumson, NJ,"7,045"
795,2.06,Carmel Hamlet, NY,"6,824"
796,2.05,Niantic, CT,"3,032"
797,2.04,Lees Summit, MO,"92,813"
798,2.04,Sneads Ferry, NC,"3,830"
799,2.04,Deltana, AK,"2,122"
800,2.03,Port Orange, FL,"57,218"
801,2.03,South Portland, ME,"25,154"
802,2.03,Manasota Key, FL,"1,312"
803,2.02,Pine Bluff, AR,"47,058"
804,2.02,Town N Country, FL,"82,506"
805,2.02,La Crosse, WI,"51,864"
806,2.02,Burnsville, MN,"61,059"
807,2.00,Vineyard, UT,421
808,2.00,Zapata, TX,"4,873"
809,2.00,Mannford, OK,"3,214"
810,2.00,Godfrey, IL,"17,911"
811,2.00,Pittsfield, MA,"44,226"
812,1.99,Rosemount, MN,"22,469"
813,1.99,Midland, MI,"42,067"
814,1.99,Charlotte, NC,"774,807"
815,1.99,Tichigan, WI,"5,332"
816,1.98,Portage, IN,"37,008"
817,1.98,Pecan Acres, TX,"5,331"
818,1.97,Salcha, AK,957
819,1.96,Westport, NC,"3,794"
820,1.96,Boca Raton, FL,"88,187"
821,1.95,Bracey, VA,"1,207"
822,1.95,Warrington, FL,"13,428"
823,1.95,Gainesville, GA,"34,938"
824,1.94,Falcon Mesa, TX,657
825,1.94,Pittsburg, CA,"65,761"
826,1.93,Vero Beach, FL,"15,577"
827,1.92,Smith Valley, NV,"1,339"
828,1.92,Newark, NJ,"278,750"
829,1.92,Kane'ohe, HI,"33,443"
830,1.92,Paris, TX,"25,023"
831,1.91,Taylorville, IL,"11,761"
832,1.91,Lake Hamilton, AR,"1,804"
833,1.91,Bald Head Island, NC,179
834,1.90,Palo Alto, CA,"65,998"
835,1.90,Lexington-Fayette, KY,"304,473"
836,1.90,Ardmore, OK,"24,877"
837,1.90,Shoreview, MN,"25,673"
838,1.90,Arcata, CA,"17,679"
839,1.90,Absecon, NJ,"8,400"
840,1.90,Brandon, FL,"106,604"
841,1.90,Dayton, MN,"4,840"
842,1.89,Gautier, MS,"18,581"
843,1.89,Belvedere, CA,"2,036"
844,1.89,Ouzinkie, AK,275
845,1.88,Fairmont, MN,"10,474"
846,1.88,Sterling, AK,"5,748"
847,1.88,Grand Rapids, MN,"10,950"
848,1.86,Fayetteville, NC,"202,421"
849,1.86,Cadillac, MI,"10,306"
850,1.86,Sudden Valley, WA,"6,749"
851,1.86,Manchester, NH,"110,065"
852,1.86,Olympia, WA,"47,847"
853,1.85,Winslow, ME,"7,709"
854,1.85,Harrison, TN,"7,595"
855,1.85,Wind Lake, WI,"5,347"
856,1.85,Thonotosassa, FL,"13,461"
857,1.84,Presque Isle, ME,"9,494"
858,1.84,Lamar, TX,848
859,1.84,Rabbit Hash, KY,396
860,1.84,National City, CA,"59,543"
861,1.84,Buchanan Lake Village, TX,598
862,1.84,Waterloo, IA,"68,392"
863,1.84,Franklin, NH,"8,462"
864,1.84,Sturgeon Bay, WI,"9,093"
865,1.83,Irondequoit, NY,"51,594"
866,1.83,Albert Lea, MN,"17,931"
867,1.82,Bellingham, WA,"82,080"
868,1.82,Fox Lake, IL,"10,757"
869,1.82,Weatherford, TX,"26,490"
870,1.82,Albuquerque, NM,"553,576"
871,1.81,Florida Ridge, FL,"18,056"
872,1.81,Pequot Lakes, MN,"2,410"
873,1.80,Newport, VT,"4,535"
874,1.80,Willmar, MN,"19,626"
875,1.80,Athens-Clarke County Unified Government, GA,"118,514"
876,1.80,South Gull Lake, MI,"1,357"
877,1.80,Oakville, MO,"36,776"
878,1.79,Hamilton, IL,"3,059"
879,1.79,Little Rock, AR,"196,188"
880,1.79,Toms River, NJ,"89,459"
881,1.79,Jupiter, FL,"57,625"
882,1.78,Riverview, FL,"76,590"
883,1.78,Stony River, AK,61
884,1.78,Menominee, WI,"16,219"
885,1.78,Louisville, TN,"2,434"
886,1.78,Garyville, LA,"2,517"
887,1.78,Estell Manor, NJ,"1,684"
888,1.78,Victoria, MN,"7,845"
889,1.78,Lakewood, WA,"58,890"
890,1.78,New Johnsonville, TN,"1,934"
891,1.77,Hillsboro, IL,"8,371"
892,1.77,Conchas Dam, NM,65
893,1.77,Miramar, FL,"128,414"
894,1.77,Grand Isle, LA,"1,002"
895,1.77,Lakeville, MN,"57,715"
896,1.76,Camas, WA,"20,458"
897,1.76,Ridgeland, MS,"24,209"
898,1.76,Woods Hole, MA,953
899,1.75,Seal Beach, CA,"24,477"
900,1.75,Rockville, MN,"2,499"
901,1.74,Saint Simons, GA,"12,807"
902,1.74,Riverside, AL,"1,967"
903,1.74,Lake Nebagamon, WI,"1,268"
904,1.74,Chesterfield, MO,"47,651"
905,1.74,Mentasta Lake, AK,231
906,1.74,Wyandotte, MI,"25,470"
907,1.73,Biron, WI,913
908,1.73,Des Moines, IA,"206,702"
909,1.72,Chuathbaluk, AK,104
910,1.72,Riviera Beach, FL,"33,123"
911,1.72,Eagle Lake, FL,"2,590"
912,1.71,Cape Royale, TX,519
913,1.71,North Oaks, MN,"4,617"
914,1.71,Taunton, MA,"56,056"
915,1.71,Chester, MD,"4,520"
916,1.71,League City, TX,"88,979"
917,1.71,Aberdeen, WA,"16,544"
918,1.70,Mcgregor, FL,"7,690"
919,1.70,Pembroke Pines, FL,"159,920"
920,1.69,Lake Fenton, MI,"5,456"
921,1.69,Amarillo, TX,"194,930"
922,1.68,Wai'anae, HI,"12,694"
923,1.68,Kotzebue, AK,"3,273"
924,1.68,Orange Park, FL,"8,472"
925,1.68,Orchard Lake Village, MI,"2,343"
926,1.68,Long Beach, NY,"33,522"
927,1.68,Ruth, CA,164
928,1.67,Lake Panorama, IA,"1,196"
929,1.67,Post Lake, WI,405
930,1.67,Big Coppitt Key, FL,"2,397"
931,1.67,Morehead City, NC,"9,030"
932,1.66,Seven Lakes, NC,"4,719"
933,1.66,Paw Paw Lake, MI,"3,639"
934,1.66,Key West, FL,"25,187"
935,1.65,Lake George, MN,199
936,1.65,Delafield, WI,"7,136"
937,1.65,Pewaukee, WI,"13,599"
938,1.65,Burlingame, CA,"29,618"
939,1.65,Hoyt Lakes, MN,"2,003"
940,1.65,Stevens Village, AK,69
941,1.64,Kahului, HI,"27,339"
942,1.64,Northway, AK,139
943,1.64,Plymouth, MA,"7,567"
944,1.64,High Point, NC,"106,797"
945,1.64,Highlands, TX,"7,775"
946,1.64,New Franklin, OH,"14,245"
947,1.64,Tanacross, AK,176
948,1.64,Napili-Honokowai, HI,"6,491"
949,1.64,White Lake, NC,933
950,1.64,Cascade Valley, WA,"2,700"
951,1.64,Sugar Land, TX,"82,420"
952,1.63,Bella Vista, AR,"27,273"
953,1.63,Geneva, NY,"13,202"
954,1.63,Denver, CO,"633,777"
955,1.63,Houghton Lake, MI,"2,926"
956,1.63,Winthrop, ME,"2,651"
957,1.63,Jefferson City, MO,"43,184"
958,1.62,Shell Point, SC,"2,384"
959,1.62,Mount Pleasant, WI,"26,220"
960,1.61,Rio Del Mar, CA,"9,240"
961,1.61,West Point, VA,"3,319"
962,1.61,Harkers Island, NC,"1,671"
963,1.60,Cincinnati, OH,"297,117"
964,1.60,Pleasantville, NJ,"20,436"
965,1.60,Burbank, WA,"3,125"
966,1.60,Cranston, RI,"80,680"
967,1.60,Twin Lakes CDP, MN,182
968,1.59,Grand Haven, MI,"10,687"
969,1.59,Floral City, FL,"4,883"
970,1.59,Oacoma, SD,483
971,1.58,Lake Secession, SC,"1,388"
972,1.58,Tomahawk, WI,"3,335"
973,1.58,Stebbins, AK,538
974,1.58,Northwest Harbor, NY,"3,909"
975,1.58,North Miami, FL,"60,756"
976,1.58,Saint Joseph, MI,"8,310"
977,1.57,Lafitte, LA,"1,276"
978,1.57,Boothville, LA,901
979,1.57,Northwest Harwich, MA,"3,782"
980,1.57,Ventnor City, NJ,"10,632"
981,1.57,Eustis, FL,"18,920"
982,1.57,Twin Lakes, WI,"6,033"
983,1.56,Cherry Hill, VA,"17,079"
984,1.56,Parole, MD,"17,060"
985,1.56,King Salmon, AK,335
986,1.56,Muskogee, OK,"38,937"
987,1.56,Kwethluk, AK,763
988,1.56,Eureka Roadhouse, AK,29
989,1.56,Plattsburgh, NY,"19,840"
990,1.55,Holyoke, MA,"40,079"
991,1.55,Brunswick, ME,"15,275"
992,1.55,Kodiak, AK,"6,280"
993,1.55,Medina, MN,"5,163"
994,1.55,Ambler, AK,329
995,1.54,Shadybrook, TX,"1,969"
996,1.54,Igiugig, AK,37
997,1.54,Ketchikan, AK,"8,173"
998,1.54,Grosse Pointe Park, MI,"11,412"
999,1.54,Newport, OR,"10,045"
1000,1.54,Brant Lake, SD,201
1001,1.54,Nowthen, MN,"4,493"
1002,1.53,Forest Hills, MI,"27,072"
1003,1.53,Redding, CA,"90,725"
1004,1.53,Elk River, MN,"23,346"
1005,1.53,Ruskin, FL,"18,846"
1006,1.52,Maryland Heights, MO,"27,420"
1007,1.52,Willard, UT,"1,752"
1008,1.52,Allakaket, AK,72
1009,1.52,Cheat Lake, WV,"9,220"
1010,1.51,Lahaina, HI,"11,941"
1011,1.51,Northampton, MA,"28,637"
1012,1.51,Wilmington, NC,"110,100"
1013,1.51,Pasadena, TX,"152,171"
1014,1.50,Salisbury, MA,"4,757"
1015,1.50,Petersburg, AK,"2,926"
1016,1.50,Briar, TX,"4,655"
1017,1.50,Saint James, LA,934
1018,1.50,Lehigh Acres, FL,"106,747"
1019,1.50,Eielson, AK,"2,647"
1020,1.49,Menasha, WI,"17,535"
1021,1.49,Old Greenwich, CT,"6,520"
1022,1.49,Fox Lake, MT,99
1023,1.49,Lake Jackson, TX,"27,224"
1024,1.49,Conneaut Lakeshore, PA,"2,840"
1025,1.49,Winter Park, FL,"28,771"
1026,1.49,Edgewater, NJ,"11,969"
1027,1.48,Topsail Beach, NC,428
1028,1.48,Water Mill, NY,"2,217"
1029,1.48,Emmonak, AK,819
1030,1.48,Reidsville, NC,"14,249"
1031,1.48,Penhook, VA,711
1032,1.48,Rockledge, FL,"25,477"
1033,1.48,Green, OH,"25,835"
1034,1.47,Kingston, MA,"6,103"
1035,1.47,Loveland, CO,"70,093"
1036,1.47,Longmont, CO,"88,547"
1037,1.46,Central, AK,91
1038,1.46,Framingham, MA,"69,900"
1039,1.46,Potomac, MD,"46,475"
1040,1.46,Sam Rayburn, TX,"1,162"
1041,1.46,Okauchee Lake, WI,"4,581"
1042,1.46,Amesbury Town, MA,"16,554"
1043,1.46,South Duxbury, MA,"3,752"
1044,1.46,Travilah, MD,"11,989"
1045,1.45,Keokuk, IA,"10,742"
1046,1.45,Laredo, TX,"245,048"
1047,1.45,Marietta-Alderwood, WA,"4,435"
1048,1.45,Susitna North, AK,"1,420"
1049,1.45,New Haven, CT,"130,553"
1050,1.45,New Bern, NC,"30,171"
1051,1.44,Bakersfield, CA,"358,700"
1052,1.44,Convent, LA,623
1053,1.44,Doctor Phillips, FL,"12,028"
1054,1.44,Nauvoo, IL,"1,195"
1055,1.44,Kaneohe Station, HI,"11,342"
1056,1.44,Tavares, FL,"14,343"
1057,1.44,Crisfield, MD,"2,698"
1058,1.43,Port Mansfield, TX,104
1059,1.43,Port Washington, NY,"15,847"
1060,1.43,Palm Valley, FL,"20,888"
1061,1.43,Whiting, IN,"4,930"
1062,1.43,Kennewick, WA,"75,971"
1063,1.43,Channahon, IL,"12,422"
1064,1.42,West Sacramento, CA,"49,946"
1065,1.42,Camden, NJ,"77,294"
1066,1.42,Grant, MN,"4,122"
1067,1.42,Kearny, NJ,"41,538"
1068,1.42,Lakes, AK,"9,345"
1069,1.42,Noblesville, IN,"56,576"
1070,1.41,Granite City, IL,"29,764"
1071,1.41,Lake Magdalene, FL,"28,966"
1072,1.41,Pompano Beach, FL,"103,234"
1073,1.41,South Patrick Shores, FL,"6,173"
1074,1.41,Manokotak, AK,673
1075,1.40,Lynn Haven, FL,"19,049"
1076,1.40,Kawela Bay, HI,288
1077,1.40,Worthington, MN,"12,920"
1078,1.40,Westlake Corner, VA,940
1079,1.40,Oak Island, NC,"7,051"
1080,1.40,Fayetteville, AR,"77,264"
1081,1.39,Hopatcong, NJ,"14,921"
1082,1.39,Hialeah, FL,"232,311"
1083,1.39,Havre De Grace, MD,"13,360"
1084,1.39,Carlsbad, CA,"109,296"
1085,1.39,Lewiston, ME,"36,410"
1086,1.39,Cedar Lake, IN,"11,653"
1087,1.38,Missouri City, TX,"69,152"
1088,1.38,Norton Shores, MI,"23,941"
1089,1.38,Hollywood, SC,"4,831"
1090,1.38,Beaver Dam, WI,"16,331"
1091,1.38,La Porte, TX,"34,473"
1092,1.38,Twin Lakes, IA,288
1093,1.38,Whale Pass, AK,39
1094,1.38,Sands Point, NY,"2,718"
1095,1.38,Manistee Lake, MI,367
1096,1.37,Rochester, NY,"210,461"
1097,1.37,Skidaway Island, GA,"7,798"
1098,1.37,Winfield, KS,"12,324"
1099,1.37,Satellite Beach, FL,"10,262"
1100,1.37,Accokeek, MD,"10,806"
1101,1.37,Afton, MN,"2,912"
1102,1.37,Lake Colorado City, TX,664
1103,1.36,Denton, TX,"122,742"
1104,1.36,Venice, FL,"21,121"
1105,1.36,Newport, ME,"1,725"
1106,1.36,Dundee, FL,"3,833"
1107,1.36,Boyne City, MI,"3,753"
1108,1.36,Quintana, TX,45
1109,1.35,Apopka, FL,"44,462"
1110,1.35,Laughlin, NV,"7,567"
1111,1.35,Mentor, OH,"47,008"
1112,1.35,Alvin, TX,"24,938"
1113,1.35,Middletown, CT,"47,424"
1114,1.35,East Milton, FL,"11,337"
1115,1.35,North Weeki Wachee, FL,"8,463"
1116,1.35,Norwich, CT,"40,378"
1117,1.34,Shageluk, AK,58
1118,1.34,Kahuku, HI,"2,391"
1119,1.34,Beach Haven, NJ,"1,048"
1120,1.34,Huntsville, AL,"184,132"
1121,1.34,Warsaw, IN,"14,179"
1122,1.34,Bay Lake, FL,14
1123,1.34,Curlew Lake, WA,622
1124,1.34,Clear Lake, IN,503
1125,1.34,Tonawanda CDP, NY,"58,204"
1126,1.33,Kaanapali, HI,"1,354"
1127,1.33,Truckee, CA,"16,191"
1128,1.33,Paia, HI,"2,542"
1129,1.33,Wilmington Island, GA,"15,338"
1130,1.33,Mount Dora, FL,"12,663"
1131,1.32,Tuckahoe, VA,"46,235"
1132,1.32,South Daytona, FL,"12,265"
1133,1.32,Ham Lake, MN,"15,565"
1134,1.32,Doral, FL,"49,363"
1135,1.32,Owensboro, KY,"58,000"
1136,1.32,Oconomowoc Lake, WI,547
1137,1.32,Haines City, FL,"21,207"
1138,1.32,Essex Village, CT,"2,174"
1139,1.32,The Villages, FL,"61,046"
1140,1.31,Oak Grove, MN,"8,145"
1141,1.31,Darnestown, MD,"6,841"
1142,1.31,Bray, OK,"1,252"
1143,1.31,East Palatka, FL,"1,883"
1144,1.30,Shakopee, MN,"38,613"
1145,1.30,Marinette, WI,"10,890"
1146,1.30,Duck, NC,497
1147,1.30,Lake Cavanaugh, WA,150
1148,1.30,Tetlin, AK,123
1149,1.30,Topeka, KS,"127,660"
1150,1.30,Topaz, CA,123
1151,1.30,Port Saint Lucie, FL,"169,260"
1152,1.30,Fremont, MI,"4,065"
1153,1.30,Lloyd Harbor, NY,"3,684"
1154,1.29,Stony Point, NY,"12,854"
1155,1.29,Miami Shores, FL,"10,736"
1156,1.29,Evans, GA,"32,591"
1157,1.29,Fond Du Lac, WI,"43,007"
1158,1.29,Irvington, NY,"6,506"
1159,1.29,Minnetonka, MN,"50,897"
1160,1.29,Horseshoe Bend, AR,"2,250"
1161,1.29,Kingston, NY,"23,707"
1162,1.29,Bainbridge, GA,"12,600"
1163,1.28,Roswell, GA,"92,364"
1164,1.28,Hoonah, AK,772
1165,1.28,Fountain City, WI,910
1166,1.28,Shelton, CT,"40,472"
1167,1.28,West Falmouth, MA,"1,967"
1168,1.28,Port Orchard, WA,"12,715"
1169,1.28,Bourne, MA,"1,148"
1170,1.28,Corbin City, NJ,596
1171,1.27,Cedar Rapids, IA,"128,009"
1172,1.27,South Valley, NM,"41,760"
1173,1.27,Sand Lake, MI,"1,535"
1174,1.27,Bear Creek, AK,"2,399"
1175,1.27,Alton, IL,"27,517"
1176,1.27,Dune Acres, IN,235
1177,1.26,Stock Island, FL,"4,153"
1178,1.26,Wausau, WI,"39,209"
1179,1.26,Lake Wales, FL,"14,665"
1180,1.26,Wanaque, NJ,"11,243"
1181,1.26,Opal Cliffs, CA,"5,846"
1182,1.26,Port Washington, WI,"11,401"
1183,1.26,Fergus Falls, MN,"13,215"
1184,1.26,Vadnais Heights, MN,"12,770"
1185,1.26,Bethlehem, NC,"4,493"
1186,1.26,Fort Collins, CO,"149,627"
1187,1.26,Perth Amboy, NJ,"51,727"
1188,1.25,Dubuque, IA,"58,068"
1189,1.25,Port Edwards, WI,"1,804"
1190,1.25,Orange Beach, AL,"5,629"
1191,1.25,Bloomingdale, GA,"2,724"
1192,1.25,Shady Side, MD,"6,550"
1193,1.25,Lincoln, NE,"265,811"
1194,1.25,Fairfield Harbour, NC,"2,969"
1195,1.25,Winston Salem, NC,"234,469"
1196,1.24,Stevens Point, WI,"26,778"
1197,1.24,Phoenix, AZ,"1,490,758"
1198,1.24,Ekwok, AK,100
1199,1.24,Corte Madera, CA,"9,478"
1200,1.24,Englewood Cliffs, NJ,"5,346"
1201,1.24,Triumph, LA,93
1202,1.24,Belleair Beach, FL,"1,705"
1203,1.24,Ellenton, FL,"3,314"
1204,1.24,Marlborough, MA,"39,141"
1205,1.24,Mokuleia, HI,"1,670"
1206,1.23,Wilsonville, AL,"2,112"
1207,1.23,Balsam Lake, WI,829
1208,1.23,Waxahachie, TX,"31,045"
1209,1.23,Peekskill, NY,"23,875"
1210,1.23,Greensboro, VT,79
1211,1.23,Daphne, AL,"22,983"
1212,1.23,Ponca City, OK,"24,951"
1213,1.22,Lake Arrowhead, CA,"11,255"
1214,1.22,Wewahitchka, FL,"2,285"
1215,1.22,Bemidji, MN,"14,319"
1216,1.22,Croom, MD,"3,028"
1217,1.21,Portsmouth, NH,"21,366"
1218,1.21,Weirton, WV,"19,523"
1219,1.21,Tenstrike, MN,185
1220,1.21,Lemmon Valley, NV,"5,585"
1221,1.21,Lake Lure, NC,"1,375"
1222,1.21,Springfield, MA,"153,836"
1223,1.20,Johnston, IA,"18,874"
1224,1.20,East Haven, CT,"29,139"
1225,1.20,Pine Harbor, TX,597
1226,1.20,Madison, MS,"24,871"
1227,1.20,Kinnelon, NJ,"10,349"
1228,1.20,Jensen Beach, FL,"12,000"
1229,1.20,Chamberlain, SD,"2,660"
1230,1.20,Cullman, AL,"14,933"
1231,1.19,Lynchburg, Moore County Metropolitan Government,"6,348"
1232,1.19,Grosse Pointe, MI,"5,350"
1233,1.19,Sherwood Shores, TX,"1,069"
1234,1.19,Tolsona, AK,30
1235,1.19,Chain O' Lakes, WI,"1,011"
1236,1.19,Waseca, MN,"9,370"
1237,1.18,Athens, NY,"1,432"
1238,1.18,Weston, FL,"67,567"
1239,1.18,Roseland, FL,"1,694"
1240,1.18,Laplace, LA,"28,736"
1241,1.18,Selawik, AK,754
1242,1.18,Biwabik, MN,"1,096"
1243,1.18,Lakewood, CO,"145,880"
1244,1.18,Pasadena, MD,"25,030"
1245,1.18,Encinitas, CA,"61,008"
1246,1.18,Luling, LA,"12,375"
1247,1.18,Manistee, MI,"6,160"
1248,1.17,Longport, NJ,949
1249,1.17,North Bend, OR,"9,591"
1250,1.17,Cameron, LA,346
1251,1.17,Fox Island, WA,"3,556"
1252,1.17,Medley, FL,940
1253,1.17,Lake Arrowhead, ME,"2,890"
1254,1.17,Mahopac, NY,"7,755"
1255,1.17,Canadian Lakes, MI,"2,793"
1256,1.17,Fair Haven, NY,746
1257,1.17,Lake Mohawk, NJ,"9,568"
1258,1.17,Chenequa, WI,536
1259,1.17,Dock Junction, GA,"7,261"
1260,1.17,Chester, PA,"34,007"
1261,1.16,Houston, AK,"2,058"
1262,1.16,Lakewood, OH,"51,434"
1263,1.16,Deerfield Beach, FL,"77,341"
1264,1.16,Knik-Fairview, AK,"15,797"
1265,1.15,Newcastle, OK,"8,383"
1266,1.15,Greenfield, MN,"2,830"
1267,1.15,Reserve, LA,"9,976"
1268,1.15,Manasquan, NJ,"5,841"
1269,1.15,Granite Shoals, TX,"4,954"
1270,1.15,Aurora, OH,"15,568"
1271,1.15,South Amboy, NJ,"8,749"
1272,1.15,Holualoa, HI,"9,098"
1273,1.15,Elizabeth, NJ,"126,964"
1274,1.15,Webster County Unified Government, GA,"2,744"
1275,1.14,Wonder Lake, IL,"3,769"
1276,1.14,Lauderdale Lakes, WI,"1,100"
1277,1.14,Long Beach, CA,"468,594"
1278,1.14,Bettendorf, IA,"34,247"
1279,1.14,Maitland, FL,"16,273"
1280,1.14,Lubbock, TX,"236,868"
1281,1.14,Hana, HI,"1,158"
1282,1.14,Sioux City, IA,"82,719"
1283,1.14,Cedar Key, FL,691
1284,1.14,Ocean Isle Beach, NC,659
1285,1.14,Kicking Horse, MT,174
1286,1.14,Lesage, WV,"1,587"
1287,1.14,Charleston, WV,"50,911"
1288,1.14,Pacific Grove, CA,"15,365"
1289,1.14,Sugarcreek, PA,"5,238"
1290,1.14,Orange, TX,"18,810"
1291,1.14,Lake Isabella Village, MI,"1,811"
1292,1.13,Carrabelle, FL,"2,790"
1293,1.13,Merrick, NY,"21,293"
1294,1.13,Gadsden, AL,"36,621"
1295,1.13,Somers Point, NJ,"10,783"
1296,1.13,Gulfport, FL,"12,102"
1297,1.13,Union, LA,"1,060"
1298,1.13,Saint Rose, LA,"9,125"
1299,1.12,Bunnell, FL,"2,715"
1300,1.12,Siesta Key, FL,"6,158"
1301,1.12,Battle Creek, MI,"51,963"
1302,1.12,Quantico Base, VA,"6,656"
1303,1.12,Caswell Beach, NC,450
1304,1.12,Belleair, FL,"3,903"
1305,1.11,Wallace, LA,803
1306,1.11,Rochester, IN,"6,151"
1307,1.11,Tyonek, AK,226
1308,1.11,Maumelle, AR,"17,565"
1309,1.11,Seldovia Village, AK,180
1310,1.11,Thornton, CO,"124,707"
1311,1.11,Innsbrook, MO,611
1312,1.10,Lathrop, CA,"19,163"
1313,1.10,Rice Lake, WI,"8,353"
1314,1.10,Port Republic, NJ,"1,093"
1315,1.10,Nocona Hills, TX,779
1316,1.10,Raleigh, NC,"423,287"
1317,1.10,Indian Point, MO,555
1318,1.09,Lakeshore Gardens-Hidden Acres, TX,947
1319,1.09,Maili, HI,"9,399"
1320,1.09,Brandermill, VA,"13,570"
1321,1.09,Cary, NC,"146,041"
1322,1.09,Hillsboro Beach, FL,"1,635"
1323,1.09,Huron, SD,"12,982"
1324,1.09,Gainesville, FL,"126,465"
1325,1.09,Worcester, MA,"182,511"
1326,1.08,Carmel, IN,"83,474"
1327,1.08,Alva, FL,"2,040"
1328,1.08,Badger, AK,"21,175"
