Rank,AQI,City,State,Population
1,74.5,Three Rivers, CA,"2,278"
1,74.5,Kaweah, CA,0
3,72.6,Lemon Cove, CA,214
4,72.3,Running Springs, CA,"4,833"
4,72.3,Skyforest, CA,0
6,72.2,Calimesa, CA,"8,143"
7,71.5,Cherry Valley, CA,"6,823"
7,71.5,Oak Glen, CA,694
9,70.8,Bass Lake, CA,570
9,70.8,Coarsegold, CA,"1,172"
9,70.8,Yucaipa, CA,"52,406"
9,70.8,North Fork, CA,0
9,70.8,Wishon, CA,0
14,70.2,Moreno Valley, CA,"198,872"
15,69.9,Bear Valley Springs, CA,"5,058"
15,69.9,Keene, CA,325
15,69.9,Green Valley Lake, CA,0
18,69.5,Bryn Mawr, CA,0
18,69.5,Highland, CA,"54,032"
18,69.5,Loma Linda, CA,"23,648"
18,69.5,Mentone, CA,"9,388"
18,69.5,Redlands, CA,"69,787"
23,69.5,Bloomington, CA,"25,228"
23,69.5,March Arb, CA,"1,129"
23,69.5,Woodcrest, CA,"15,951"
23,69.5,March Air Reserve Base, CA,0
27,69.4,Angelus Oaks, CA,0
27,69.4,Caliente, CA,0
27,69.4,Forest Falls, CA,0
27,69.4,Quail Valley, CA,"1,639"
27,69.4,Sun City, CA,"17,773"
27,69.4,Banning, CA,"30,281"
27,69.4,Canyon Lake, CA,"10,810"
27,69.4,East Hemet, CA,"18,188"
27,69.4,Good Hope, CA,"8,911"
27,69.4,Green Acres, CA,"2,330"
27,69.4,Homeland, CA,"5,921"
27,69.4,Lake Mathews, CA,"5,518"
27,69.4,Lakeview, CA,"1,723"
27,69.4,Meadowbrook, CA,"3,447"
27,69.4,Mead Valley, CA,"19,851"
27,69.4,Menifee, CA,"81,658"
27,69.4,Nuevo, CA,"7,345"
27,69.4,Perris, CA,"71,377"
27,69.4,Romoland, CA,"1,682"
27,69.4,Valle Vista, CA,"15,995"
27,69.4,Winchester, CA,"2,717"
48,69.1,Beaumont, CA,"39,620"
48,69.1,Big Bear Lake, CA,"5,104"
48,69.1,Fawnskin, CA,0
51,69.0,Patton, CA,0
52,68.9,Highgrove, CA,"4,067"
53,68.8,Bodfish, CA,"1,961"
53,68.8,Mountain Mesa, CA,454
53,68.8,Squirrel Mountain Valley, CA,372
56,68.7,Colton, CA,"53,129"
56,68.7,Grand Terrace, CA,"12,252"
56,68.7,Lake Elsinore, CA,"56,243"
56,68.7,Lakeland Village, CA,"11,343"
56,68.7,Temescal Valley, CA,"22,535"
56,68.7,Warm Springs, CA,"3,163"
56,68.7,Wildomar, CA,"33,601"
63,68.6,Sugarloaf, CA,0
64,68.5,Big Bear City, CA,"12,563"
64,68.5,Hemet, CA,"81,203"
64,68.5,San Jacinto, CA,"45,497"
67,68.0,Springville, CA,502
67,68.0,Sunnyslope, CA,"5,153"
69,67.9,Auburn Lake Trails, CA,"3,839"
69,67.9,Glen Avon, CA,"20,199"
69,67.9,Muscoy, CA,"11,674"
69,67.9,San Bernardino, CA,"213,044"
69,67.9,Applegate, CA,0
69,67.9,Cedarpines Park, CA,0
69,67.9,Cool, CA,0
69,67.9,Greenwood, CA,0
69,67.9,Rimforest, CA,0
78,67.8,Tonto Basin, AZ,"1,453"
78,67.8,Mira Loma, CA,"21,930"
78,67.8,Pedley, CA,"12,672"
81,67.7,California Hot Springs, CA,74
81,67.7,Crestmore Heights, CA,384
81,67.7,Idlewild, CA,32
81,67.7,Mcclenney Tract, CA,6
81,67.7,Mcfarland, CA,"12,784"
81,67.7,Oildale, CA,"33,879"
81,67.7,Panorama Heights, CA,38
81,67.7,Pine Flat, CA,130
81,67.7,Posey, CA,8
81,67.7,Poso Park, CA,4
81,67.7,Richgrove, CA,"3,006"
81,67.7,Rubidoux, CA,"34,280"
81,67.7,Shafter, CA,"17,261"
81,67.7,Sugarloaf Mountain Park, CA,0
81,67.7,Sugarloaf Saw Mill, CA,18
81,67.7,Sugarloaf Village, CA,9
81,67.7,Wasco, CA,"25,865"
81,67.7,Glennville, CA,0
81,67.7,Mc Farland, CA,0
81,67.7,Woody, CA,0
101,67.6,Corona, CA,"157,395"
101,67.6,Norco, CA,"27,143"
103,67.5,Eastvale, CA,"55,298"
103,67.5,Golden Hills, CA,"8,398"
103,67.5,Lytle Creek, CA,"1,127"
103,67.5,Rialto, CA,"101,367"
107,67.4,El Sobrante CDP, CA,"14,855"
108,67.3,Arvin, CA,"20,028"
108,67.3,Catheys Valley, CA,878
108,67.3,Edmundson Acres, CA,274
108,67.3,Mariposa, CA,"1,524"
108,67.3,Midpines, CA,689
108,67.3,Rancho Cucamonga, CA,"170,170"
108,67.3,Rodriguez Camp, CA,192
108,67.3,Weedpatch, CA,"2,170"
108,67.3,Mt Baldy, CA,0
117,67.2,Lake Isabella, CA,"3,093"
117,67.2,Wofford Heights, CA,"2,043"
119,67.1,El Cerrito CDP, CA,"5,551"
119,67.1,Home Gardens, CA,"11,701"
119,67.1,Lakeshore, CA,0
122,67.0,Beaver Valley, AZ,173
122,67.0,Deer Creek, AZ,245
122,67.0,East Verde Estates, AZ,199
122,67.0,Flowing Springs, AZ,6
122,67.0,Freedom Acres, AZ,60
122,67.0,Geronimo Estates, AZ,202
122,67.0,Jakes Corner, AZ,52
122,67.0,Mesa Del Caballo, AZ,707
122,67.0,Oxbow Estates, AZ,145
122,67.0,Payson, AZ,"15,234"
122,67.0,Pine, AZ,"1,068"
122,67.0,Round Valley, AZ,613
122,67.0,Rye, AZ,63
122,67.0,Strawberry, AZ,507
122,67.0,Washington Park, AZ,73
122,67.0,Whispering Pines, AZ,197
122,67.0,Coronita, CA,"3,397"
139,66.9,Crestline, CA,"9,437"
139,66.9,Kernville, CA,"1,354"
139,66.9,Blue Jay, CA,0
139,66.9,Crest Park, CA,0
139,66.9,Twin Peaks, CA,0
144,66.8,Camp Nelson, CA,100
144,66.8,Cedar Slope, CA,0
144,66.8,Pierpoint, CA,23
144,66.8,Ponderosa, CA,100
144,66.8,Riverside, CA,"313,041"
144,66.8,Sequoia Crest, CA,26
144,66.8,Silver City, CA,0
151,66.7,Bear Valley CDP, CA,201
151,66.7,Fontana, CA,"201,355"
151,66.7,Stallion Springs, CA,"2,983"
154,66.6,Georgetown, CA,"2,458"
154,66.6,Lotus, CA,0
154,66.6,Pilot Hill, CA,0
157,65.8,Camp Verde, AZ,"10,965"
158,65.7,Nipinnawasee, CA,729
159,65.5,Fish Camp, CA,44
160,65.4,Copper Hill, AZ,19
160,65.4,Lake Montezuma, AZ,"5,594"
160,65.4,Rock House, AZ,14
160,65.4,Roosevelt, AZ,54
160,65.4,San Carlos, AZ,"4,365"
160,65.4,Wheatfields, AZ,914
160,65.4,Delano, CA,"52,883"
160,65.4,Happy Jack, AZ,0
168,65.3,Mettler, CA,88
169,65.1,Munds Park, AZ,721
169,65.1,Village Of Oak Creek, AZ,"6,341"
169,65.1,Cabazon, CA,"3,266"
169,65.1,Ontario, CA,"166,892"
169,65.1,Whitewater, CA,859
169,65.1,Mormon Lake, AZ,0
169,65.1,Rimrock, AZ,0
169,65.1,Guasti, CA,0
169,65.1,Idyllwild, CA,0
178,65.0,Edison, CA,0
179,64.9,Ahwahnee, CA,"2,165"
179,64.9,Chino, CA,"80,810"
179,64.9,Oakhurst, CA,"2,482"
182,64.8,Bear Flat, AZ,9
182,64.8,Black Canyon City, AZ,"2,542"
182,64.8,Christopher Creek, AZ,73
182,64.8,Gisela, AZ,620
182,64.8,Haigler Creek, AZ,8
182,64.8,Hunter Creek, AZ,49
182,64.8,Kohls Ranch, AZ,32
182,64.8,Mead Ranch, AZ,30
182,64.8,Star Valley, AZ,"2,333"
182,64.8,Tonto Village, AZ,150
182,64.8,Young, AZ,418
182,64.8,Forest Lakes, AZ,0
194,64.6,Raymond, CA,0
194,64.6,Cordes Lakes, AZ,"2,758"
194,64.6,Spring Valley, AZ,"1,226"
194,64.6,Bootjack, CA,959
194,64.6,Lamont, CA,"16,359"
194,64.6,Montclair, CA,"37,685"
194,64.6,San Antonio Heights, CA,"3,097"
201,64.6,Upland, CA,"75,089"
202,64.4,Chino Hills, CA,"76,187"
202,64.4,Wawona, CA,167
204,64.3,Crown King, AZ,0
205,64.1,East Porterville, CA,"6,585"
205,64.1,Strathmore, CA,"3,626"
205,64.1,Pigeon Forge, TN,"6,004"
208,64.0,Mono Hot Springs, CA,0
208,64.0,Poplar-Cotton Center, CA,"2,764"
208,64.0,Porterville, CA,"54,949"
208,64.0,Terra Bella, CA,"2,912"
208,64.0,Woodville, CA,"1,961"
213,63.7,Central Heights-Midland City, AZ,"2,857"
213,63.7,Claypool, AZ,"1,958"
213,63.7,Cutter, AZ,67
213,63.7,East Globe, AZ,137
213,63.7,Globe, AZ,"7,463"
213,63.7,Icehouse Canyon, AZ,832
213,63.7,Miami, AZ,"1,979"
213,63.7,Peridot, AZ,"1,638"
213,63.7,Pinal, AZ,280
213,63.7,Six Shooter Canyon, AZ,958
223,63.6,Allensworth, CA,480
223,63.6,Alpaugh, CA,969
223,63.6,Ducor, CA,646
223,63.6,Earlimart, CA,"8,310"
223,63.6,Pixley, CA,"3,769"
223,63.6,Teviston, CA,"1,823"
223,63.6,Tipton, CA,"2,327"
230,63.4,Wilsonia, CA,5
230,63.4,Dunlap, CA,0
230,63.4,Hume, CA,0
230,63.4,Kings Canyon National Pk, CA,0
230,63.4,Miramonte, CA,0
235,63.3,Mc Kittrick, CA,0
235,63.3,Buttonwillow, CA,"1,371"
235,63.3,Cherokee Strip, CA,295
235,63.3,Delft Colony, CA,164
235,63.3,Greenacres, CA,"4,949"
235,63.3,Mckittrick, CA,112
235,63.3,Mexican Colony, CA,216
235,63.3,Rosedale, CA,"14,826"
235,63.3,Smith Corner, CA,661
235,63.3,Tupman, CA,176
245,63.2,Idyllwild-Pine Cove, CA,"2,562"
245,63.2,Mountain Center, CA,75
247,63.1,East Tulare Villa, CA,951
247,63.1,Goshen, CA,"3,832"
247,63.1,Matheny, CA,"1,098"
247,63.1,Plainview, CA,858
247,63.1,Tulare, CA,"60,663"
247,63.1,Visalia, CA,"126,942"
247,63.1,West Goshen, CA,633
254,63.0,Auberry, CA,"2,347"
254,63.0,Hartland, CA,30
254,63.0,London, CA,"2,080"
254,63.0,Shaver Lake, CA,735
254,63.0,Squaw Valley, CA,"2,450"
254,63.0,Traver, CA,910
254,63.0,Badger, CA,0
254,63.0,Tollhouse, CA,0
262,62.9,Cutler, CA,"4,224"
262,62.9,Dinuba, CA,"22,828"
262,62.9,East Orosi, CA,321
262,62.9,Lemoore Station, CA,"6,913"
262,62.9,Orange Cove, CA,"9,473"
262,62.9,Orosi, CA,"8,620"
262,62.9,Sultana, CA,813
269,62.8,Big Creek, CA,201
270,62.7,Armona, CA,"3,531"
270,62.7,Corcoran, CA,"23,634"
270,62.7,Grangeville, CA,607
270,62.7,Hanford, CA,"54,523"
270,62.7,Home Garden, CA,"1,787"
270,62.7,Lemoore, CA,"24,788"
270,62.7,Maricopa, CA,"1,158"
270,62.7,Stratford, CA,"1,301"
270,62.7,Taft, CA,"9,063"
270,62.7,Tehachapi, CA,"13,818"
270,62.7,Waukena, CA,173
281,62.6,Derby Acres, CA,324
281,62.6,Dustin Acres, CA,295
281,62.6,Fellows, CA,98
281,62.6,Ford City, CA,"4,154"
281,62.6,Hornitos, CA,56
281,62.6,South Taft, CA,"1,680"
281,62.6,Taft Heights, CA,"2,612"
281,62.6,Valley Acres, CA,717
281,62.6,Gatlinburg, TN,"4,059"
281,62.6,Pittman Center, TN,422
291,62.5,Hardwick, CA,184
291,62.5,Kingsburg, CA,"11,582"
293,62.4,Claremont, CA,"35,569"
293,62.4,La Verne, CA,"31,592"
293,62.4,Pomona, CA,"151,142"
296,62.3,Laton, CA,"1,144"
297,62.2,El Rancho, CA,16
297,62.2,Exeter, CA,"10,468"
297,62.2,Fuller Acres, CA,924
297,62.2,Le Grand, CA,"1,823"
297,62.2,Lindcove, CA,520
297,62.2,Lindsay, CA,"12,688"
297,62.2,South Dos Palos, CA,"2,464"
297,62.2,Tonyville, CA,764
297,62.2,Tooleville, CA,387
297,62.2,Woodlake, CA,"7,452"
297,62.2,Pioneertown, CA,0
308,62.1,El Capitan, AZ,133
308,62.1,Superior, AZ,"2,886"
308,62.1,Top-Of-The-World, AZ,164
308,62.1,Bakersfield, CA,"358,700"
308,62.1,Greenfield CDP, CA,"3,974"
308,62.1,Ivanhoe, CA,"4,044"
308,62.1,Patterson Tract, CA,"2,041"
308,62.1,Pine Mountain Club, CA,"1,890"
308,62.1,Reedley, CA,"24,858"
308,62.1,Seville, CA,437
318,62.0,Farmersville, CA,"10,675"
318,62.0,Linnell Camp, CA,561
320,61.9,Sedona, AZ,"10,092"
320,61.9,Monson, CA,191
320,61.9,Yettem, CA,285
320,61.9,Farmington, UT,"20,440"
324,61.8,Huron, CA,"6,777"
325,61.5,Brea, CA,"40,443"
325,61.5,Centerville, CA,348
325,61.5,Minkler, CA,"1,066"
325,61.5,Placentia, CA,"51,860"
325,61.5,Atwood, CA,0
330,61.5,Dewey, AZ,0
330,61.5,Aspen Springs, CA,54
330,61.5,Crowley Lake, CA,707
330,61.5,Lost Hills, CA,"2,194"
330,61.5,Mcgee Creek, CA,125
330,61.5,Mammoth Lakes, CA,"8,154"
330,61.5,Sunny Slopes, CA,137
330,61.5,Swall Meadows, CA,259
330,61.5,Echo, UT,108
339,61.4,East Los Angeles, CA,"127,610"
340,61.3,Beverly Hills, CA,"34,536"
340,61.3,Burbank, CA,"104,484"
340,61.3,San Dimas, CA,"33,896"
340,61.3,Walnut, CA,"29,822"
340,61.3,West Hollywood, CA,"35,053"
340,61.3,Universal City, CA,0
346,61.2,Commerce, CA,"12,975"
346,61.2,Los Angeles, CA,"3,862,210"
348,61.1,Mayer, AZ,911
348,61.1,Charter Oak, CA,"9,200"
348,61.1,Citrus, CA,"11,446"
348,61.1,Covina, CA,"48,429"
348,61.1,Glendora, CA,"50,855"
348,61.1,June Lake, CA,589
348,61.1,Santa Fe Springs, CA,"16,859"
348,61.1,South San Jose Hills, CA,"21,012"
348,61.1,West Covina, CA,"107,441"
348,61.1,Piedra, CA,0
348,61.1,Morgan, UT,"3,787"
359,61.0,O Neals, CA,0
359,61.0,Prather, CA,0
359,61.0,Santa Rita Park, CA,0
359,61.0,Bear Creek, CA,197
359,61.0,Bell Gardens, CA,"42,712"
359,61.0,Dos Palos Y, CA,171
359,61.0,El Nido, CA,412
359,61.0,Franklin, CA,"6,840"
359,61.0,Merced, CA,"80,490"
359,61.0,Pico Rivera, CA,"63,698"
359,61.0,Planada, CA,"4,465"
359,61.0,Tuttle, CA,17
359,61.0,University Of California Merced, CA,0
359,61.0,West Whittier-Los Nietos, CA,"26,590"
373,60.9,Dos Palos, CA,"5,023"
373,60.9,Lake Arrowhead, CA,"11,255"
373,60.9,Maywood, CA,"27,703"
373,60.9,Vernon, CA,59
373,60.9,Cedar Glen, CA,0
378,60.7,Playa Vista, CA,0
378,60.7,Bonadelle Ranchos-Madera Ranchos, CA,"8,503"
378,60.7,Culver City, CA,"39,353"
378,60.7,Del Rey, CA,"1,489"
378,60.7,Downey, CA,"113,082"
378,60.7,Fort Washington, CA,430
378,60.7,Fowler, CA,"5,908"
378,60.7,Friant, CA,263
378,60.7,Ladera Heights, CA,"7,362"
378,60.7,Marina Del Rey, CA,"9,157"
378,60.7,Monmouth, CA,184
378,60.7,Norwalk, CA,"106,455"
378,60.7,Parlier, CA,"14,750"
378,60.7,Rolling Hills CDP, CA,921
378,60.7,Selma, CA,"23,808"
378,60.7,View Park-Windsor Hills, CA,"11,374"
378,60.7,Weldon, CA,"2,604"
378,60.7,Yosemite Lakes, CA,"4,668"
396,60.6,Bowles, CA,182
396,60.6,Calwa, CA,"2,052"
396,60.6,Caruthers, CA,"3,338"
396,60.6,Easton, CA,"1,991"
396,60.6,Kettleman City, CA,"1,648"
401,60.6,Lanare, CA,398
401,60.6,Malaga, CA,935
401,60.6,Montebello, CA,"63,353"
401,60.6,Monterey Park, CA,"60,966"
401,60.6,Raisin City, CA,232
401,60.6,Riverdale, CA,"3,881"
401,60.6,Sunnyside, CA,"4,159"
401,60.6,West Park, CA,792
401,60.6,Burrel, CA,0
401,60.6,Helm, CA,0
411,60.5,Five Points, CA,0
411,60.5,Millcreek, UT,"63,311"
413,60.4,North Hills, CA,0
413,60.4,North Hollywood, CA,0
413,60.4,Pacoima, CA,0
413,60.4,Sun Valley, CA,0
413,60.4,Toluca Lake, CA,0
413,60.4,Valley Village, CA,0
413,60.4,Cudahy, CA,"24,073"
413,60.4,East La Mirada, CA,"9,757"
413,60.4,South Whittier, CA,"58,328"
422,60.3,Anza, CA,"2,356"
422,60.3,Bell, CA,"35,896"
422,60.3,Frazier Park, CA,"2,730"
422,60.3,Glendale, CA,"195,380"
422,60.3,Huntington Park, CA,"58,787"
422,60.3,La Crescenta-Montrose, CA,"20,241"
422,60.3,Lebec, CA,"1,333"
422,60.3,Sanger, CA,"24,587"
422,60.3,Walnut Park, CA,"16,039"
422,60.3,La Crescenta, CA,0
422,60.3,Montrose, CA,0
422,60.3,Studio City, CA,0
422,60.3,Tujunga, CA,0
422,60.3,Verdugo City, CA,0
436,60.2,Whittier, CA,"86,400"
436,60.2,Centerville, UT,"16,104"
436,60.2,North Salt Lake, UT,"17,465"
439,60.1,Coalville, UT,"1,678"
439,60.1,Desert Edge, CA,"4,244"
439,60.1,Desert Hot Springs, CA,"27,678"
439,60.1,El Portal, CA,601
439,60.1,Garnet, CA,"6,380"
439,60.1,Morongo Valley, CA,"3,605"
439,60.1,Sky Valley, CA,"2,493"
439,60.1,Yucca Valley, CA,"21,083"
439,60.1,North Palm Springs, CA,0
448,59.9,Clarkdale, AZ,"4,101"
448,59.9,Cornville, AZ,"2,780"
448,59.9,Cottonwood, AZ,"11,358"
448,59.9,Verde Village, AZ,"12,739"
448,59.9,Henefer, UT,699
448,59.9,Hoytsville, UT,770
454,59.8,China Grove, NC,"4,155"
454,59.8,Clovis, CA,"98,815"
454,59.8,Florence-Graham, CA,"62,815"
454,59.8,Inglewood, CA,"111,133"
454,59.8,Lennox, CA,"22,039"
454,59.8,Mayfair, CA,"4,512"
454,59.8,Tarpey Village, CA,"3,246"
454,59.8,Westmont, CA,"30,835"
454,59.8,Playa Del Rey, CA,0
454,59.8,Yosemite National Park, CA,0
464,59.7,Magna, UT,"28,182"
464,59.7,Grouse Creek, UT,0
464,59.7,Landis, NC,"3,104"
467,59.5,Eden, UT,708
467,59.5,Wolf Creek, UT,845
469,59.5,Annabella, UT,894
469,59.5,White City, UT,"5,488"
469,59.5,Biola, CA,"1,017"
469,59.5,Cantua Creek, CA,440
469,59.5,Kerman, CA,"14,110"
469,59.5,Mendota, CA,"11,360"
469,59.5,San Joaquin, CA,"4,010"
469,59.5,Three Rocks, CA,51
469,59.5,Tranquillity, CA,897
478,59.4,Dripping Springs, AZ,116
478,59.4,Cartago, CA,38
478,59.4,Keeler, CA,80
478,59.4,Olancha, CA,287
478,59.4,Liberty, UT,"1,974"
478,59.4,Plain City, UT,"5,859"
484,59.3,Holden, UT,378
484,59.3,West Bountiful, UT,"5,353"
484,59.3,Bylas, AZ,"1,595"
487,59.2,Dodgertown, CA,0
487,59.2,Draper, UT,"44,656"
487,59.2,South Willard, UT,"1,825"
490,59.1,Fruit Heights, UT,"5,353"
490,59.1,Huntsville, UT,819
490,59.1,Kaysville, UT,"28,480"
490,59.1,Willard, UT,"1,752"
490,59.1,Chowchilla, CA,"18,411"
490,59.1,Fairmead, CA,"1,983"
490,59.1,Firebaugh, CA,"7,935"
497,59.0,La Canada Flintridge, CA,"20,477"
497,59.0,Santa Monica, CA,"91,619"
497,59.0,Kamas, UT,"2,019"
497,59.0,Park City, UT,"7,845"
497,59.0,Sherman Oaks, CA,0
502,58.9,Bountiful, UT,"42,947"
502,58.9,Woods Cross, UT,"10,389"
504,58.8,Atwater, CA,"28,686"
504,58.8,Los Banos, CA,"36,626"
504,58.8,Mcswain, CA,"4,531"
504,58.8,Snelling, CA,116
504,58.8,Winton, CA,"11,774"
504,58.8,Yorba Linda, CA,"66,335"
504,58.8,Tuolumne, CA,0
511,58.7,Concord, NC,"82,266"
511,58.7,Cornelius, NC,"26,246"
511,58.7,Davidson, NC,"11,492"
511,58.7,Enochville, NC,"2,664"
511,58.7,Kannapolis, NC,"43,865"
511,58.7,Mooresville, NC,"34,466"
511,58.7,La Habra, CA,"61,341"
511,58.7,La Habra Heights, CA,"5,398"
511,58.7,Rowland Heights, CA,"51,597"
511,58.7,Mount Mourne, NC,0
521,58.6,Gold Hill, NC,0
521,58.6,Evanston, WY,"12,253"
521,58.6,Price, UT,"8,585"
521,58.6,West Jordan, UT,"108,062"
521,58.6,Ballico, CA,333
521,58.6,Cressey, CA,322
521,58.6,Fresno, CA,"506,132"
521,58.6,Lake Don Pedro, CA,995
521,58.6,Livingston, CA,"13,461"
521,58.6,Rosemead, CA,"54,457"
521,58.6,San Gabriel, CA,"40,173"
521,58.6,South San Gabriel, CA,"8,281"
521,58.6,Stevinson, CA,171
521,58.6,Faith, NC,911
521,58.6,Granite Quarry, NC,"2,971"
521,58.6,Misenheimer, NC,583
521,58.6,Richfield, NC,774
521,58.6,Rockwell, NC,"1,801"
539,58.5,Badin, NC,"1,608"
539,58.5,New London, NC,546
539,58.5,La Grange, CA,0
539,58.5,Coulterville, CA,227
539,58.5,Delhi, CA,"9,918"
539,58.5,Irwindale, CA,"1,530"
539,58.5,Old Fig Garden, CA,"5,186"
539,58.5,South Gate, CA,"95,515"
539,58.5,Vincent, CA,"15,922"
539,58.5,Volta, CA,257
539,58.5,Grantsville, UT,"9,391"
550,58.5,Carbonville, UT,"1,636"
550,58.5,Helper, UT,"2,218"
550,58.5,Kenilworth, UT,90
550,58.5,Spring Glen, UT,"1,055"
550,58.5,West Wood, UT,739
550,58.5,Montello, NV,83
550,58.5,Landers, CA,0
557,58.4,Manti, UT,"3,313"
557,58.4,North Ogden, UT,"17,743"
557,58.4,Scofield, UT,32
560,58.3,Francis, UT,"1,212"
560,58.3,Azusa, CA,"47,420"
560,58.3,Del Aire, CA,"10,406"
560,58.3,El Segundo, CA,"16,839"
560,58.3,Hawthorne, CA,"85,889"
560,58.3,La Vina, CA,436
560,58.3,Madera, CA,"62,559"
560,58.3,Madera Acres, CA,"9,653"
560,58.3,Parksdale, CA,"3,114"
560,58.3,Parkwood, CA,"2,879"
560,58.3,West Athens, CA,"8,615"
571,58.2,Diamond Bar, CA,"56,259"
571,58.2,Hacienda Heights, CA,"55,179"
571,58.2,Sequoia National Park, CA,0
571,58.2,Chester, UT,0
571,58.2,Ephraim, UT,"6,303"
571,58.2,Fayette, UT,222
571,58.2,Mapleton, UT,"8,545"
571,58.2,Mount Pleasant, UT,"3,290"
571,58.2,Palmyra, UT,571
571,58.2,Spanish Fork, UT,"36,337"
571,58.2,Spring City, UT,812
571,58.2,Springville, UT,"30,649"
571,58.2,Stansbury Park, UT,"5,079"
584,58.1,Alta, UT,342
585,58.0,Clear Creek, UT,4
585,58.0,Alleghany, CA,115
585,58.0,Camptonville, CA,150
585,58.0,Goodyears Bar, CA,23
585,58.0,Graniteville, CA,11
585,58.0,Pike, CA,126
585,58.0,Washington, CA,17
585,58.0,Yosemite Valley, CA,877
593,57.9,Alhambra, CA,"84,400"
593,57.9,Altadena, CA,"44,622"
593,57.9,Pasadena, CA,"139,065"
593,57.9,San Marino, CA,"13,294"
593,57.9,San Pasqual, CA,"2,143"
593,57.9,South Pasadena, CA,"25,914"
593,57.9,Samak, UT,164
593,57.9,City Of Industry, CA,0
601,57.8,New Castle, AL,0
601,57.8,Watson, AL,0
601,57.8,Valyermo, CA,0
601,57.8,Venice, CA,0
601,57.8,Town Of Hideout, UT,536
601,57.8,Scipio, UT,433
601,57.8,Birmingham, AL,"211,705"
601,57.8,Brookside, AL,"1,112"
601,57.8,Cardiff, AL,21
601,57.8,Forestdale, AL,"10,168"
601,57.8,Fultondale, AL,"8,593"
601,57.8,Mountain Brook, AL,"20,484"
601,57.8,Mount Olive CDP, AL,"4,286"
601,57.8,Tarrant, AL,"6,331"
601,57.8,Avocado Heights, CA,"15,432"
601,57.8,Baldwin Park, CA,"76,411"
601,57.8,Bellflower, CA,"77,521"
601,57.8,Bradbury, CA,845
601,57.8,Duarte, CA,"21,676"
601,57.8,East Rancho Dominguez, CA,"15,343"
601,57.8,Industry, CA,384
601,57.8,La Puente, CA,"40,342"
601,57.8,Monrovia, CA,"37,035"
601,57.8,Paramount, CA,"54,813"
601,57.8,Valinda, CA,"23,818"
601,57.8,West Puente Valley, CA,"23,868"
627,57.6,Heber, CA,"4,256"
627,57.6,Granite, UT,"1,788"
629,57.5,Kearns, UT,"34,865"
629,57.5,Richfield, UT,"7,550"
629,57.5,Taylorsville, UT,"59,920"
629,57.5,East Pasadena, CA,"6,123"
629,57.5,East San Gabriel, CA,"15,573"
629,57.5,El Monte, CA,"115,243"
629,57.5,Rose Hills, CA,"3,260"
629,57.5,South El Monte, CA,"20,375"
629,57.5,Temple City, CA,"36,006"
629,57.5,Park Valley, UT,0
639,57.5,Central Valley, UT,632
639,57.5,Wrightwood, CA,"4,452"
641,57.4,Crows Landing, CA,194
641,57.4,Denair, CA,"4,892"
641,57.4,Gustine, CA,"5,610"
641,57.4,Hickman, CA,479
641,57.4,Hilmar-Irwin, CA,"5,266"
641,57.4,Keyes, CA,"6,364"
641,57.4,Newman, CA,"10,553"
641,57.4,Turlock, CA,"69,875"
641,57.4,Waterford, CA,"8,579"
641,57.4,Hilmar, CA,0
641,57.4,Erda, UT,"5,409"
641,57.4,Holladay, UT,"26,896"
641,57.4,Tooele, UT,"32,164"
654,57.3,Peoa, UT,100
654,57.3,Arcadia, CA,"57,251"
654,57.3,La Mirada, CA,"49,038"
654,57.3,Mayflower Village, CA,"5,779"
654,57.3,North El Monte, CA,"3,924"
654,57.3,Sierra Madre, CA,"11,060"
654,57.3,South Monrovia Island, CA,"6,929"
654,57.3,Red Cross, NC,690
662,57.2,Redmond, UT,638
662,57.2,Pinecrest, CA,0
664,57.1,Farr West, UT,"6,113"
664,57.1,Harrisville, UT,"5,828"
664,57.1,Marriott Slaterville, UT,"1,598"
664,57.1,Pleasant View, UT,"8,426"
668,57.0,Sandy, UT,"89,521"
668,57.0,South Jordan, UT,"56,528"
668,57.0,Fullerton, CA,"137,945"
668,57.0,Mount Wilson, CA,0
672,56.9,Lonetree, WY,49
672,56.9,Amboy, CA,0
672,56.9,Aurora, UT,990
672,56.9,Salina, UT,"2,283"
672,56.9,Sigurd, UT,548
672,56.9,Wellington, UT,"1,674"
672,56.9,Wendover, UT,"1,259"
672,56.9,West Wendover, NV,"4,448"
680,56.8,Alpine, UT,"9,856"
680,56.8,Midvale, UT,"29,957"
680,56.8,Murray, UT,"47,909"
680,56.8,Santa Nella, CA,"1,164"
684,56.7,Alondra Park, CA,"8,833"
684,56.7,Compton, CA,"97,663"
684,56.7,Gardena, CA,"59,682"
684,56.7,Hermosa Beach, CA,"19,725"
684,56.7,Lake Riverside, CA,858
684,56.7,Lawndale, CA,"33,155"
684,56.7,Lynwood, CA,"70,789"
684,56.7,Manhattan Beach, CA,"35,534"
684,56.7,Redondo Beach, CA,"67,511"
684,56.7,Tuolumne City, CA,"1,824"
684,56.7,West Rancho Dominguez, CA,"21,739"
684,56.7,Willowbrook, CA,"20,897"
684,56.7,Barium Springs, NC,0
684,56.7,Mount Ulla, NC,0
684,56.7,Woodleaf, NC,0
684,56.7,Cleveland, NC,822
684,56.7,Troutman, NC,"2,379"
684,56.7,Lehi, UT,"51,982"
702,56.6,Eagle Mountain, UT,"23,468"
702,56.6,Robertson, WY,172
702,56.6,Silverado, CA,0
