Rank,AQI,City,State,Population
33003,37.7,Manitowish Waters, WI,0
33003,37.7,North Hyde Park, VT,0
33003,37.7,Pittsfield, VT,0
33003,37.7,Chittenden, VT,0
33003,37.7,East Randolph, VT,0
33003,37.7,Stockbridge, VT,0
33003,37.7,Gaysville, VT,0
33003,37.7,Vershire, VT,0
33003,37.7,Tunbridge, VT,0
33003,37.7,Eden, VT,0
33128,37.6,Tripoli, WI,0
33128,37.6,Star Lake, WI,0
33128,37.6,Saint Germain, WI,0
33128,37.6,Hull, TX,540
33128,37.6,Desert Aire, WA,"1,791"
33128,37.6,Eagle River, WI,"1,647"
33128,37.6,Pembine, WI,202
33128,37.6,Tomahawk, WI,"3,335"
33128,37.6,Rumsey, CA,0
33128,37.6,River Ranch, FL,0
33128,37.6,Gardner, LA,0
33128,37.6,Longleaf, LA,0
33128,37.6,Dorchester, MA,0
33128,37.6,Roslindale, MA,0
33128,37.6,Bar Mills, ME,0
33128,37.6,Buxton, ME,0
33128,37.6,Danville, ME,0
33128,37.6,Lisbon, ME,0
33128,37.6,Matinicus, ME,0
33128,37.6,Vinalhaven, ME,0
33128,37.6,Chassell, MI,0
33128,37.6,Puposky, MN,0
33128,37.6,Grantsdale, MT,0
33128,37.6,Mcgregor, ND,0
33128,37.6,North Sutton, NH,0
33128,37.6,South Sutton, NH,0
33128,37.6,Stinson Lake, NH,0
33128,37.6,Audubon, IA,"2,089"
33128,37.6,Dumont, MN,79
33128,37.6,Herman, MN,452
33128,37.6,Tenstrike, MN,185
33128,37.6,Turtle River, MN,86
33128,37.6,Burlington Junction, MO,554
33128,37.6,Hopkins, MO,471
33128,37.6,Charlos Heights, MT,163
33128,37.6,Corvallis, MT,921
33128,37.6,Darby, MT,604
33128,37.6,Hamilton, MT,"4,486"
33128,37.6,Pinesdale, MT,999
33128,37.6,Stevensville, MT,"1,944"
33128,37.6,Victor, MT,903
33128,37.6,Bradford, NH,388
33128,37.6,Exira, IA,828
33128,37.6,Joice, IA,207
33128,37.6,Forest Hill, LA,679
33128,37.6,Glenmora, LA,"1,291"
33128,37.6,Mcnary, LA,144
33128,37.6,Kingsford, MI,"5,115"
33128,37.6,West Ishpeming, MI,"2,687"
33128,37.6,Ambrose, ND,26
33128,37.6,Bowbells, ND,394
33128,37.6,Columbus, ND,183
33128,37.6,Crosby, ND,"1,064"
33128,37.6,Flaxton, ND,58
33128,37.6,Kenmare, ND,"1,027"
33128,37.6,Larson, ND,12
33128,37.6,Lignite, ND,81
33128,37.6,Noonan, ND,195
33128,37.6,Palermo, ND,85
33128,37.6,Portal, ND,119
33128,37.6,Powers Lake, ND,411
33128,37.6,Ray, ND,651
33128,37.6,Ross, ND,92
33128,37.6,Stanley, ND,"1,944"
33128,37.6,Tioga, ND,"1,097"
33128,37.6,White Earth, ND,89
33128,37.6,Wildrose, ND,90
33128,37.6,Boyes Hot Springs, CA,"7,664"
33128,37.6,Eldridge, CA,"1,333"
33128,37.6,El Verano, CA,"4,338"
33128,37.6,Fetters Hot Springs-Agua Caliente, CA,"4,866"
33128,37.6,Glen Ellen, CA,614
33128,37.6,Kenwood, CA,"1,075"
33201,37.6,Sonoma, CA,"10,818"
33201,37.6,Temelec, CA,"1,505"
33201,37.6,Yountville, CA,"2,977"
33204,37.5,Carrick, CA,66
33204,37.5,Edgewood, CA,30
33204,37.5,Port Arthur, TX,"54,685"
33204,37.5,Vantage, WA,9
33204,37.5,Boulder Junction, WI,132
33204,37.5,Catawba, WI,100
33204,37.5,Crandon, WI,"1,843"
33204,37.5,Dunbar, WI,116
33204,37.5,Goodman, WI,267
33204,37.5,Ingram, WI,87
33204,37.5,Lac Du Flambeau, WI,"1,835"
33204,37.5,Lake Tomahawk, WI,187
33204,37.5,Niagara, WI,"1,633"
33204,37.5,Agency Village, SD,150
33204,37.5,Andover, SD,87
33204,37.5,Ferney, SD,28
33204,37.5,Mansfield, SD,65
33204,37.5,Stratford, SD,74
33204,37.5,Warner, SD,478
33204,37.5,Bridge City, TX,"7,898"
33204,37.5,Phelps, WI,0
33204,37.5,Pickerel, WI,0
33204,37.5,Harshaw, WI,0
33204,37.5,Newbury, NH,0
33204,37.5,South Newbury, NH,0
33204,37.5,Alder Creek, NY,0
33204,37.5,Alplaus, NY,0
33204,37.5,Auriesville, NY,0
33204,37.5,Ava, NY,0
33204,37.5,Ballston Lake, NY,0
33204,37.5,Brantingham, NY,0
33204,37.5,Burnt Hills, NY,0
33204,37.5,Carlisle, NY,0
33204,37.5,Clifton Park, NY,0
33204,37.5,East Springfield, NY,0
33204,37.5,Fort Hunter, NY,0
33204,37.5,Gallupville, NY,0
33204,37.5,Glenfield, NY,0
33204,37.5,Greig, NY,0
33204,37.5,Guilderland, NY,0
33204,37.5,Guilderland Center, NY,0
33204,37.5,Howes Cave, NY,0
33204,37.5,Knox, NY,0
33204,37.5,Martinsburg, NY,0
33204,37.5,Pattersonville, NY,0
33204,37.5,Quaker Street, NY,0
33204,37.5,Rexford, NY,0
33204,37.5,Rotterdam Junction, NY,0
33204,37.5,Sloansville, NY,0
33204,37.5,Sprakers, NY,0
33204,37.5,West Leyden, NY,0
33204,37.5,Westernville, NY,0
33204,37.5,Woodgate, NY,0
33204,37.5,Sublime, TX,0
33204,37.5,Limerick, ME,0
33204,37.5,Limington, ME,0
33204,37.5,Monmouth, ME,0
33204,37.5,North Waterboro, ME,0
33204,37.5,Sabattus, ME,0
33204,37.5,South Casco, ME,0
33204,37.5,Spruce Head, ME,0
33204,37.5,Windham, ME,0
33204,37.5,Covington, MI,0
33204,37.5,Deerton, MI,0
33204,37.5,Dodgeville, MI,0
33204,37.5,Felch, MI,0
33204,37.5,Ralph, MI,0
33204,37.5,Altamont, NY,"1,609"
33204,37.5,Ames, NY,176
33204,37.5,Amsterdam, NY,"18,348"
33204,37.5,Boonville, NY,"2,120"
33204,37.5,Broadalbin, NY,"1,649"
33204,37.5,Canajoharie, NY,"2,192"
33204,37.5,Central Bridge, NY,405
33204,37.5,Cherry Valley, NY,537
33204,37.5,Cobleskill, NY,"4,489"
33204,37.5,Constableville, NY,239
33204,37.5,Country Knolls, NY,"2,186"
33204,37.5,Delanson, NY,367
33204,37.5,Duane Lake, NY,392
33204,37.5,Duanesburg, NY,448
33204,37.5,East Glenville, NY,"6,772"
33204,37.5,Esperance, NY,393
33204,37.5,Fonda, NY,704
33204,37.5,Fort Johnson, NY,533
33204,37.5,Fort Plain, NY,"2,027"
33204,37.5,Fultonville, NY,662
33204,37.5,Galway, NY,243
33204,37.5,Gloversville, NY,"15,395"
33204,37.5,Hagaman, NY,"1,284"
33204,37.5,Johnstown, NY,"8,552"
33204,37.5,Lyons Falls, NY,761
33204,37.5,Mariaville Lake, NY,727
33204,37.5,Mayfield, NY,795
33204,37.5,Nelliston, NY,583
33204,37.5,Niskayuna, NY,"4,859"
33204,37.5,Palatine Bridge, NY,806
33204,37.5,Port Leyden, NY,774
33204,37.5,Richmondville, NY,996
33204,37.5,Rotterdam, NY,"20,956"
33204,37.5,Schenectady, NY,"66,055"
33204,37.5,Schoharie, NY,855
33204,37.5,Scotia, NY,"7,742"
33204,37.5,Sharon Springs, NY,477
33204,37.5,Tribes Hill, NY,"1,110"
33204,37.5,Turin, NY,137
33204,37.5,Berthold, ND,394
33204,37.5,Carpio, ND,124
33204,37.5,Donnybrook, ND,88
33204,37.5,Loraine, ND,9
33204,37.5,Makoti, ND,199
33204,37.5,Plaza, ND,235
33204,37.5,Sherwood, ND,233
33204,37.5,Tolley, ND,34
33204,37.5,Philipsburg, MT,725
33204,37.5,Cherokee, IA,"5,203"
33204,37.5,Linn Grove, IA,129
33204,37.5,Meriden, IA,181
33204,37.5,Sioux Rapids, IA,678
33204,37.5,Oakdale, LA,"7,741"
33204,37.5,Pine Prairie, LA,"1,502"
33204,37.5,Starks, LA,650
33204,37.5,Gorham, ME,"6,596"
33204,37.5,Lake Arrowhead, ME,"2,890"
33204,37.5,Little Falls, ME,408
33204,37.5,North Windham, ME,"4,573"
33204,37.5,South Windham, ME,"1,190"
33204,37.5,Standish, ME,340
33204,37.5,Houghton, MI,"7,897"
33204,37.5,Iron River, MI,"2,979"
33204,37.5,Ishpeming, MI,"6,514"
33204,37.5,Quinnesec, MI,"1,105"
33336,37.5,Conrad, IA,"1,088"
33336,37.5,Eldora, IA,"2,707"
33336,37.5,Geneva, IA,166
33336,37.5,Green Mountain, IA,122
33336,37.5,Hansell, IA,120
33336,37.5,Iowa Falls, IA,"5,193"
33336,37.5,Ledyard, IA,110
33336,37.5,Mystic, IA,444
33336,37.5,Owasa, IA,44
33336,37.5,Plano, IA,73
33336,37.5,Popejoy, IA,63
33336,37.5,Promise City, IA,230
33336,37.5,Seymour, IA,871
33336,37.5,Steamboat Rock, IA,254
33336,37.5,Swea City, IA,592
33336,37.5,Wellsburg, IA,971
33336,37.5,Whitten, IA,128
33336,37.5,Anacoco, LA,"1,077"
33336,37.5,Elizabeth, LA,570
33336,37.5,Eunice, LA,"10,325"
33336,37.5,Fort Polk North, LA,"2,625"
33336,37.5,Fort Polk South, LA,"9,635"
33336,37.5,Leesville, LA,"6,656"
33336,37.5,Mamou, LA,"3,211"
33336,37.5,New Llano, LA,"2,606"
33336,37.5,Pitkin, LA,568
33336,37.5,Reddell, LA,686
33336,37.5,Ahmeek, MI,128
33336,37.5,Caspian, MI,790
33336,37.5,Copper City, MI,253
33336,37.5,Dollar Bay, MI,896
33336,37.5,Gaastra, MI,318
33336,37.5,Hubbell, MI,"1,068"
33336,37.5,Lake Linden, MI,"1,108"
33336,37.5,Laurium, MI,"2,001"
33336,37.5,Norway, MI,"2,843"
33336,37.5,High Island, TX,0
33336,37.5,Amberg, WI,172
33336,37.5,Glen Flora, WI,74
33336,37.5,Long Lake, WI,23
33336,37.5,Newald, WI,148
33336,37.5,Ogema, WI,211
33336,37.5,Park Falls, WI,"2,256"
33336,37.5,Ackley, IA,"1,546"
33336,37.5,Albia, IA,"3,788"
33336,37.5,Barnes City, IA,219
33336,37.5,Beaman, IA,199
33336,37.5,Bradford, IA,65
33336,37.5,Douglas City, CA,670
33336,37.5,Fort Jones, CA,848
33336,37.5,Gazelle, CA,76
33336,37.5,Greenview, CA,183
33336,37.5,Grenada, CA,421
33336,37.5,Hayfork, CA,"2,372"
33336,37.5,Junction City, CA,920
33336,37.5,Lewiston, CA,"1,480"
33336,37.5,Montague, CA,"1,504"
33336,37.5,Tennant, CA,115
33336,37.5,Trinity Center, CA,239
33336,37.5,Weaverville, CA,"3,294"
33336,37.5,Yreka, CA,"7,675"
33336,37.5,Brantwood, WI,0
33336,37.5,Heafford Junction, WI,0
33336,37.5,Deerbrook, WI,0
33336,37.5,Culver, OR,"1,755"
33401,37.5,Lucerne, MO,110
33401,37.5,Newtown, MO,180
33401,37.5,Powersville, MO,57
33401,37.5,Alberton, MT,476
33401,37.5,Three Lakes, WI,519
33401,37.5,Castella, CA,0
33401,37.5,Klamath River, CA,0
33401,37.5,Scott Bar, CA,0
33401,37.5,Seiad Valley, CA,0
33401,37.5,Somes Bar, CA,0
33401,37.5,Austinville, IA,0
33401,37.5,Flatwoods, LA,0
33401,37.5,Fort Polk, LA,0
33401,37.5,Allouez, MI,0
33401,37.5,Foster City, MI,0
33401,37.5,Kearsarge, MI,0
33401,37.5,Loretto, MI,0
33401,37.5,Mohawk, MI,0
33401,37.5,Sagola, MI,0
33401,37.5,Stambaugh, MI,"1,243"
33401,37.5,Vulcan, MI,0
33422,37.4,Mora, LA,0
33422,37.4,Otis, LA,0
33422,37.4,East Vassalboro, ME,0
33422,37.4,North Vassalboro, ME,0
33422,37.4,South China, ME,0
33422,37.4,Skandia, MI,0
33422,37.4,Skanee, MI,0
33422,37.4,Hancock, VT,0
33422,37.4,Armstrong Creek, WI,0
33422,37.4,Hazelhurst, WI,0
33422,37.4,Wahkiacus, WA,0
33422,37.4,Bryant, WI,0
33422,37.4,Fence, WI,0
33422,37.4,Brownstown, WA,0
33422,37.4,Presque Isle, WI,0
33422,37.4,Gleason, WI,0
33422,37.4,Appleton, WA,0
33422,37.4,East Barre, VT,942
33422,37.4,Graniteville, VT,554
33422,37.4,South Barre, VT,"1,411"
33422,37.4,Websterville, VT,514
33422,37.4,Williamstown, VT,"1,149"
33422,37.4,George, WA,735
33422,37.4,Harrah, WA,677
33422,37.4,Klickitat, WA,380
33422,37.4,Mattawa, WA,"4,502"
33422,37.4,Kennan, WI,134
33422,37.4,Ladysmith, WI,"3,327"
33422,37.4,Mercer, WI,585
33422,37.4,Conway, IA,22
33422,37.4,Deep River, IA,330
33422,37.4,Delphos, IA,20
33422,37.4,Malcom, IA,306
33422,37.4,Maloy, IA,22
33422,37.4,Montezuma, IA,"1,698"
33422,37.4,Redding, IA,90
33422,37.4,Ellsworth, ME,"7,804"
33422,37.4,Waterville, ME,"15,886"
33422,37.4,Harvey, MI,"1,733"
33422,37.4,Castro Valley, CA,"62,363"
33422,37.4,Etna, CA,750
33422,37.4,Hornbrook, CA,275
33422,37.4,Los Alamos, CA,"1,166"
33422,37.4,Mission Hills, CA,"3,415"
33422,37.4,Vandenberg, CA,"3,464"
33422,37.4,Vandenberg Village, CA,"7,133"
33422,37.4,Gardner, FL,321
33422,37.4,Bedford, IA,"1,495"
33422,37.4,Blockton, IA,175
33422,37.4,Warm Springs, OR,"3,148"
33422,37.4,Goodwill, SD,672
33422,37.4,Roslyn, SD,193
33422,37.4,Dunn Center, ND,199
33475,37.3,Dodge, ND,123
33475,37.3,Golden Valley, ND,232
33475,37.3,Halliday, ND,279
33475,37.3,Parshall, ND,"1,028"
33475,37.3,Richardton, ND,526
33475,37.3,Taylor, ND,190
33475,37.3,Hollister, CA,"36,067"
33475,37.3,San Juan Bautista, CA,"2,219"
33475,37.3,North Montpelier, VT,0
33475,37.3,Beverly, WA,0
33475,37.3,Athelstane, WI,0
33475,37.3,Glenwood, WA,176
33475,37.3,Pearson, WI,0
33475,37.3,Townsend, WI,132
33475,37.3,Placida, FL,0
33475,37.3,Rotonda West, FL,0
33475,37.3,China Village, ME,0
33475,37.3,Jonesboro, ME,0
33475,37.3,New Gloucester, ME,0
33475,37.3,Palermo, ME,0
33475,37.3,Atlantic Mine, MI,0
33475,37.3,Channing, MI,0
33475,37.3,Lanse, MI,0
33475,37.3,Watton, MI,0
33475,37.3,Flom, MN,0
33475,37.3,Richwood, MN,0
33475,37.3,Marshall, ND,0
33475,37.3,Roseglen, ND,0
33475,37.3,St Columbans, NE,0
33475,37.3,Sunapee, NH,0
33475,37.3,Corwith, IA,262
33475,37.3,Crystal Lake, IA,164
33475,37.3,Duncan, IA,113
33475,37.3,Forest City, IA,"4,142"
33475,37.3,Garner, IA,"3,107"
33475,37.3,Goodell, IA,181
33475,37.3,Hayfield, IA,43
33475,37.3,Hutchins, IA,10
33475,37.3,Kanawha, IA,603
33475,37.3,Klemme, IA,523
33475,37.3,Lakota, IA,226
33475,37.3,Leland, IA,290
33475,37.3,Lone Rock, IA,125
33475,37.3,Miller, IA,60
33475,37.3,Saint Benedict, IA,29
33475,37.3,Sexton, IA,46
33475,37.3,Thompson, IA,568
33475,37.3,Titonka, IA,394
33475,37.3,Wesley, IA,326
33475,37.3,Woden, IA,228
33475,37.3,Gray, ME,"1,139"
33475,37.3,Winslow, ME,"7,709"
33475,37.3,Calumet, MI,765
33475,37.3,Marenisco, MI,231
33475,37.3,Zeba, MI,357
33475,37.3,Lolita, TX,480
33475,37.3,Barre, VT,"8,955"
33475,37.3,Groton, VT,401
33475,37.3,Marshfield, VT,298
33475,37.3,Plainfield, VT,346
33475,37.3,Nile, WA,112
33475,37.3,Grass Valley, OR,164
33475,37.3,Maupin, OR,503
33475,37.3,Audubon, MN,546
33475,37.3,Bagley, MN,"1,420"
33475,37.3,Beaulieu, MN,69
33475,37.3,Bejou, MN,106
33475,37.3,Browns Valley, MN,585
33475,37.3,Callaway, MN,242
33475,37.3,Campbell, MN,197
33475,37.3,Clearbrook, MN,502
33475,37.3,Ebro, MN,80
33475,37.3,Erskine, MN,538
33475,37.3,Fish Lake, MN,53
33475,37.3,Fosston, MN,"1,723"
33475,37.3,Foxhome, MN,131
33475,37.3,Gary, MN,222
33475,37.3,Hawley, MN,"1,894"
33475,37.3,Hitterdal, MN,195
33475,37.3,Lake Park, MN,738
33475,37.3,Lengby, MN,92
33475,37.3,Leonard, MN,32
33475,37.3,Mcintosh, MN,509
33475,37.3,Mahnomen, MN,"1,293"
33475,37.3,Mentor, MN,182
33475,37.3,Midway, MN,12
33475,37.3,Naytahwaush, MN,452
33475,37.3,Ogema, MN,165
33475,37.3,Pelican Rapids, MN,"2,322"
33475,37.3,Pine Bend, MN,8
33475,37.3,Rice Lake, MN,246
33475,37.3,Riverland, MN,219
33475,37.3,Rothsay, MN,435
33475,37.3,Roy Lake, MN,20
33475,37.3,Tenney, MN,5
33475,37.3,The Ranch, MN,31
33475,37.3,Twin Lakes CDP, MN,182
33475,37.3,Twin Valley, MN,771
33475,37.3,Ulen, MN,573
33475,37.3,Waubun, MN,504
33475,37.3,West Roy Lake, MN,34
33475,37.3,White Earth, MN,559
33475,37.3,Winger, MN,258
33475,37.3,Carlton, MT,646
33475,37.3,Florence, MT,798
33475,37.3,Lolo, MT,"3,994"
33475,37.3,Orchard Homes, MT,"5,410"
33475,37.3,Blodgett Landing, NH,89
33475,37.3,Charlotte Harbor, FL,"3,969"
33475,37.3,Charlotte Park, FL,"2,243"
33475,37.3,Cleveland, FL,"2,933"
33475,37.3,Harbour Heights, FL,"3,392"
33475,37.3,Port Charlotte, FL,"55,206"
33475,37.3,Rotonda, FL,"8,616"
33475,37.3,Solana, FL,437
33475,37.3,Bancroft, IA,698
33475,37.3,Britt, IA,"1,985"
33475,37.3,Buffalo Center, IA,877
33475,37.3,Burt, IA,544
33594,37.2,Punta Gorda, FL,"16,984"
33594,37.2,Armstrong, IA,924
33594,37.2,Avoca, IA,"1,328"
33594,37.2,Crescent, IA,515
33594,37.2,Dolliver, IA,78
33594,37.2,Estherville, IA,"6,177"
33594,37.2,Graettinger, IA,698
33601,37.2,Gruver, IA,76
33601,37.2,Lake Mills, IA,"1,878"
33601,37.2,Minden, IA,578
33601,37.2,Neola, IA,874
33601,37.2,Orleans, IA,486
33601,37.2,Rake, IA,175
33601,37.2,Scarville, IA,99
33601,37.2,Shelby, IA,617
33601,37.2,Spirit Lake, IA,"4,916"
33601,37.2,Superior, IA,155
33601,37.2,Underwood, IA,925
33601,37.2,University Park, IA,555
33601,37.2,Hornbeck, LA,468
33601,37.2,Simpson, LA,816
33601,37.2,Rockland, ME,"7,241"
33601,37.2,Thomaston, ME,"2,052"
33601,37.2,Alpha, MI,83
33601,37.2,Fifield, WI,0
33601,37.2,Randle, WA,0
33601,37.2,Conover, WI,0
33601,37.2,Balfour, ND,13
33601,37.2,Benedict, ND,77
33601,37.2,Bergen, ND,6
33601,37.2,Beulah, ND,"3,231"
33601,37.2,Butte, ND,64
33601,37.2,Center, ND,566
33601,37.2,Coleharbor, ND,62
33601,37.2,Douglas, ND,71
33601,37.2,Drake, ND,321
33601,37.2,Garrison, ND,"1,414"
33601,37.2,Glen Ullin, ND,681
33601,37.2,Hazen, ND,"2,607"
33601,37.2,Hebron, ND,848
33601,37.2,Karlsruhe, ND,87
33601,37.2,Kief, ND,16
33601,37.2,Max, ND,364
33601,37.2,New Town, ND,"2,210"
33601,37.2,Pick City, ND,145
33601,37.2,Riverdale, ND,207
33601,37.2,Ruso, ND,8
33601,37.2,Ryder, ND,99
33601,37.2,Sawyer, ND,305
33601,37.2,Stanton, ND,426
33601,37.2,Turtle Lake, ND,488
33601,37.2,Underwood, ND,746
33601,37.2,Velva, ND,"1,008"
33601,37.2,Voltaire, ND,54
33601,37.2,Washburn, ND,"1,296"
33601,37.2,White Shield, ND,429
33601,37.2,Zap, ND,211
33601,37.2,Anderson, AK,257
33601,37.2,Brevig Mission, AK,439
33601,37.2,Buckland, AK,582
33601,37.2,Cantwell, AK,197
33601,37.2,Deering, AK,128
33601,37.2,Diomede, AK,65
33601,37.2,Elim, AK,319
33601,37.2,Ferry, AK,7
33601,37.2,Galena, AK,539
33601,37.2,Healy, AK,"1,146"
33601,37.2,Koyuk, AK,265
33601,37.2,Koyukuk, AK,89
33601,37.2,Lake Minchumina, AK,19
33601,37.2,Mckinley Park, AK,429
33601,37.2,Mentasta Lake, AK,231
33601,37.2,Nulato, AK,272
33601,37.2,Paxson, AK,34
33601,37.2,Port Clarence, AK,43
33601,37.2,Ruby, AK,208
33601,37.2,Shishmaref, AK,629
33601,37.2,Teller, AK,184
33601,37.2,Wales, AK,165
33601,37.2,White Mountain, AK,148
33601,37.2,Hall, MT,0
33601,37.2,Intervale, NH,0
33601,37.2,Milan, NH,0
33601,37.2,Randolph, NH,0
33601,37.2,Russell, NY,0
33601,37.2,Powell Butte, OR,0
33601,37.2,Summit Lake, WI,121
33601,37.2,Denali National Park, AK,0
33601,37.2,Honey Creek, IA,0
33601,37.2,Elmer, LA,0
33601,37.2,Hineston, LA,0
33601,37.2,Kurthwood, LA,0
33601,37.2,Sieper, LA,0
33601,37.2,Slagle, LA,0
33601,37.2,Cornish, ME,0
33601,37.2,East Parsonsfield, ME,0
33601,37.2,Glen Cove, ME,0
33601,37.2,North Haven, ME,0
33601,37.2,Owls Head, ME,0
33601,37.2,Rockport, ME,0
33601,37.2,South Thomaston, ME,0
33601,37.2,West Rockport, ME,0
33601,37.2,Painesdale, MI,0
33601,37.2,Toivola, MI,0
33601,37.2,Alpha, MN,252
33601,37.2,Bricelyn, MN,336
33601,37.2,Butterfield, MN,612
33601,37.2,Ceylon, MN,330
33601,37.2,Elmore, MN,634
33601,37.2,Frost, MN,220
33601,37.2,Jackson, MN,"3,300"
33601,37.2,Kiester, MN,541
33601,37.2,Odin, MN,104
33601,37.2,Okabena, MN,180
33601,37.2,Ormsby, MN,134
33601,37.2,Trimont, MN,760
33601,37.2,Walters, MN,139
33601,37.2,Welcome, MN,720
33601,37.2,Arlee, MT,610
33601,37.2,Evaro, MT,398
33601,37.2,Frenchtown, MT,"1,802"
33601,37.2,Huson, MT,7
33601,37.2,Maxville, MT,117
33601,37.2,Wye, MT,318
33601,37.2,Berlin, NH,"9,710"
33601,37.2,Gorham, NH,"1,522"
33601,37.2,Groveton, NH,"1,159"
33601,37.2,La Ward, TX,204
33601,37.2,Buena, WA,"1,602"
33601,37.2,Donald, WA,73
33601,37.2,Moxee, WA,"3,631"
33601,37.2,Terrace Heights, WA,"6,701"
33601,37.2,Wapato, WA,"5,043"
33601,37.2,Florence, WI,573
33601,37.2,Laona, WI,466
33601,37.2,Prineville, OR,"9,184"
33730,37.1,Aberdeen, SD,"26,979"
33730,37.1,Bath, SD,252
33730,37.1,Bath Corner, SD,63
33730,37.1,Eden, SD,90
33730,37.1,Groton, SD,"1,817"
33730,37.1,Hecla, SD,189
33730,37.1,Hosmer, SD,231
33730,37.1,Kidder, SD,57
33730,37.1,New Effington, SD,204
33730,37.1,Roscoe, SD,315
33730,37.1,Rosholt, SD,551
33730,37.1,White Rock, SD,4
33730,37.1,Absaraka, ND,0
33730,37.1,Cummings, ND,0
33730,37.1,Fort Rock, OR,0
33730,37.1,Corinth, VT,0
33730,37.1,Chelsea, VT,325
33730,37.1,Brookfield, VT,0
33730,37.1,Lake Placid, FL,"2,518"
33730,37.1,Gueydan, LA,"1,580"
33730,37.1,Calais, ME,"3,063"
33730,37.1,Eastport, ME,"1,414"
33730,37.1,Lubec, ME,415
33730,37.1,Machias, ME,"1,186"
33730,37.1,Crystal Falls, MI,"1,544"
33730,37.1,Eagle Harbor, MI,122
33730,37.1,Eagle River, MI,67
33730,37.1,Hancock, MI,"4,622"
33730,37.1,South Range, MI,761
33730,37.1,Ada, MN,"1,702"
33730,37.1,Abercrombie, ND,251
33730,37.1,Alice, ND,35
33730,37.1,Amenia, ND,125
33730,37.1,Argusville, ND,394
33730,37.1,Arthur, ND,362
33730,37.1,Barney, ND,56
33730,37.1,Blanchard, ND,10
33730,37.1,Briarwood, ND,61
33730,37.1,Brooktree Park, ND,30
33730,37.1,Buxton, ND,384
33730,37.1,Caledonia, ND,10
33730,37.1,Casselton, ND,"2,434"
33730,37.1,Cayuga, ND,35
33730,37.1,Christine, ND,139
33730,37.1,Colfax, ND,127
33730,37.1,Davenport, ND,203
33730,37.1,De Lamere, ND,17
33730,37.1,Dwight, ND,88
33730,37.1,Embden, ND,63
33730,37.1,Enderlin, ND,865
33730,37.1,Erie, ND,140
33730,37.1,Fairmount, ND,384
33730,37.1,Fargo, ND,"110,725"
33730,37.1,Forman, ND,542
33730,37.1,Frontier, ND,208
33730,37.1,Galesburg, ND,114
33730,37.1,Gardner, ND,82
33730,37.1,Grand Forks, ND,"54,095"
33730,37.1,Grandin, ND,196
33730,37.1,Great Bend, ND,58
33730,37.1,Gwinner, ND,814
33730,37.1,Hankinson, ND,951
33730,37.1,Harwood, ND,845
33730,37.1,Havana, ND,72
33730,37.1,Hillsboro, ND,"1,692"
33730,37.1,Horace, ND,"2,502"
33730,37.1,Hunter, ND,369
33730,37.1,Kindred, ND,656
33730,37.1,Leonard, ND,302
33730,37.1,Lidgerwood, ND,713
33730,37.1,Mcleod, ND,16
33801,37.1,Mantador, ND,79
33801,37.1,Mapleton, ND,815
33801,37.1,Mayville, ND,"1,808"
33801,37.1,Milnor, ND,545
33801,37.1,Mooreton, ND,207
33801,37.1,North River, ND,59
33801,37.1,Oxbow, ND,343
33801,37.1,Prairie Rose, ND,118
33801,37.1,Reiles Acres, ND,618
33801,37.1,Reynolds, ND,313
33801,37.1,Rugby, ND,"2,989"
33801,37.1,Sheldon, ND,94
33801,37.1,Thompson, ND,"1,163"
33801,37.1,Wahpeton, ND,"7,804"
33801,37.1,Walcott, ND,216
33801,37.1,West Fargo, ND,"28,371"
33801,37.1,Wheatland, ND,53
33801,37.1,Wyndmere, ND,497
33801,37.1,Tieton, WA,"1,319"
33801,37.1,Crivitz, WI,"1,071"
33801,37.1,Hawkins, WI,342
33801,37.1,Lakewood, WI,285
33801,37.1,Mole Lake, WI,598
33801,37.1,Phillips, WI,"1,505"
33801,37.1,Baileyville, ME,0
33801,37.1,Cutler, ME,0
33801,37.1,Dennysville, ME,0
33801,37.1,East Machias, ME,0
33801,37.1,Harborside, ME,0
33801,37.1,Hiram, ME,0
33801,37.1,Liberty, ME,0
33801,37.1,Machiasport, ME,0
33801,37.1,Meddybemps, ME,0
33801,37.1,North Monmouth, ME,0
33801,37.1,Pembroke, ME,0
33801,37.1,Perry, ME,0
33801,37.1,Robbinston, ME,0
33801,37.1,Sebago, ME,0
33801,37.1,Wesley, ME,0
33801,37.1,West Baldwin, ME,0
33801,37.1,Whiting, ME,0
33801,37.1,Bergland, MI,0
33801,37.1,Mass City, MI,0
33801,37.1,Sidnaw, MI,0
33801,37.1,Trout Creek, MI,0
33801,37.1,Huntley, MN,0
33801,37.1,Amboy, MN,499
33801,37.1,Baker, MN,50
33801,37.1,Barnesville, MN,"2,574"
33801,37.1,Beltrami, MN,107
33801,37.1,Blue Earth, MN,"3,309"
33801,37.1,Borup, MN,104
33801,37.1,Breckenridge, MN,"3,378"
33801,37.1,Climax, MN,237
33801,37.1,Comstock, MN,118
33801,37.1,Crookston, MN,"7,899"
33801,37.1,Delavan, MN,217
33801,37.1,Dilworth, MN,"4,104"
33801,37.1,Doran, MN,33
33801,37.1,East Grand Forks, MN,"8,621"
33801,37.1,Easton, MN,209
33801,37.1,Fairmont, MN,"10,474"
33801,37.1,Felton, MN,123
33801,37.1,Fertile, MN,921
33801,37.1,Fisher, MN,407
33801,37.1,Georgetown, MN,102
33801,37.1,Glyndon, MN,"1,553"
