Rank,Land Area (sq mi),City,State,Population
5393,6.87,Canyon, TX,"13,882"
16681,1.41,Canyon City, OR,800
6003,6.11,Canyon Creek, WA,"3,230"
12576,2.35,Canyon Creek, TX,"1,269"
7160,5.02,Canyon Day, AZ,"1,243"
103,143.33,Canyon Lake, TX,"21,469"
8800,3.93,Canyon Lake, CA,"10,810"
21597,0.78,Canyondam, CA,78
19992,0.97,Canyonville, OR,"2,276"
14610,1.83,Capac, MI,"2,036"
12657,2.33,Cape Canaveral, FL,"9,960"
12167,2.49,Cape Carteret, NC,"2,237"
9320,3.66,Cape Charles, VA,926
164,105.67,Cape Coral, FL,"161,804"
1055,28.43,Cape Girardeau, MO,"38,665"
12412,2.4,Cape May, NJ,"3,576"
4135,8.93,Cape May Court House, NJ,"5,664"
26471,0.3,Cape May Point, NJ,200
12095,2.51,Cape Meares, OR,136
9193,3.73,Cape Neddick, ME,"2,984"
14051,1.97,Cape Royale, TX,519
13883,2,Cape Saint Claire, MD,"8,858"
22065,0.72,Cape Vincent, NY,647
10218,3.22,Capitan, NM,"1,261"
21376,0.8,Capitol Heights, MD,"4,452"
15704,1.59,Capitola, CA,"10,043"
22497,0.67,Capon Bridge, WV,393
21607,0.77,Capron, IL,"1,793"
28091,0.17,Capron, VA,96
28691,0.11,Capron, OK,3
2792,12.86,Captain Cook, HI,"4,265"
10908,2.95,Captains Cove, VA,863
17998,1.19,Captiva, FL,154
7875,4.5,Capulin, NM,286
20177,0.95,Capulin, CO,73
16315,1.48,Capulin CDP, NM,127
12695,2.32,Caraway, AR,"1,182"
19312,1.02,Carbon, TX,333
22200,0.71,Carbon, IA,21
28160,0.16,Carbon, IN,577
13696,2.05,Carbon Cliff, IL,"2,013"
6597,5.5,Carbon Hill, AL,"2,030"
25182,0.4,Carbon Hill, OH,187
27875,0.18,Carbon Hill, IL,404
25072,0.42,Carbonado, WA,530
2003,17.09,Carbondale, IL,"26,374"
10162,3.24,Carbondale, PA,"8,843"
13709,2.04,Carbondale, CO,"6,464"
21827,0.75,Carbondale, KS,"1,367"
6543,5.56,Carbonville, UT,"1,636"
27103,0.25,Cardiff, AL,21
28905,0.08,Cardin, OK,3
13867,2.01,Cardington, OH,"2,192"
12955,2.25,Cardwell, MT,48
22838,0.63,Cardwell, MO,598
4210,8.8,Carefree, AZ,"3,445"
4895,7.61,Carencro, LA,"8,084"
10010,3.31,Carey, ID,539
14015,1.98,Carey, OH,"3,587"
224,79.26,Caribou, ME,"8,025"
28138,0.16,Caribou, CA,0
18765,1.08,Carl, GA,252
6623,5.48,Carl Junction, MO,"7,511"
20264,0.93,Carle Place, NY,"5,377"
19774,0.99,Carleton, MI,"2,332"
20443,0.91,Carleton, NE,103
3501,10.44,Carlin, NV,"2,409"
10800,2.99,Carlinville, IL,"5,615"
1192,26.33,Carlisle, OK,649
6541,5.56,Carlisle, IA,"4,062"
6569,5.53,Carlisle, PA,"18,877"
7335,4.89,Carlisle, AR,"2,122"
9545,3.53,Carlisle, OH,"5,001"
16641,1.42,Carlisle, SC,498
17173,1.33,Carlisle, KY,"2,135"
24002,0.52,Carlisle, IN,704
2146,16.19,Carlisle-Rockledge, AL,"2,745"
25106,0.41,Carlock, IL,777
24769,0.44,Carlos, MN,552
26577,0.29,Carlos, MD,123
11622,2.68,Carls Corner, TX,414
667,37.72,Carlsbad, CA,"109,296"
1022,28.94,Carlsbad, NM,"26,996"
15908,1.55,Carlsbad, TX,770
18980,1.06,Carlsborg, WA,627
8671,4,Carlstadt, NJ,"6,189"
5978,6.13,Carlton, MT,646
7856,4.52,Carlton, AL,173
13660,2.06,Carlton, MN,938
19556,1.01,Carlton, GA,292
20714,0.88,Carlton, OR,"1,850"
28030,0.17,Carlton, KS,15
9896,3.37,Carlyle, IL,"3,317"
3035,11.91,Carlyss, LA,"5,089"
468,47.46,Carmel, IN,"83,474"
18800,1.08,Carmel By The Sea, CA,"3,807"
4467,8.34,Carmel Hamlet, NY,"6,824"
1779,18.98,Carmel Valley Village, CA,"4,321"
16146,1.51,Carmen, OK,501
26578,0.29,Carmet, CA,14
12144,2.5,Carmi, IL,"5,307"
2630,13.53,Carmichael, CA,"63,314"
28095,0.16,Carmichaels, PA,393
15629,1.61,Carmine, TX,181
18246,1.16,Carnation, WA,"1,830"
15588,1.62,Carnegie, PA,"7,960"
16886,1.37,Carnegie, OK,"2,021"
17303,1.3,Carnelian Bay, CA,463
11766,2.62,Carnesville, GA,652
5311,6.97,Carney, MD,"28,194"
15074,1.73,Carney, OK,712
19611,1,Carney, MI,274
4471,8.33,Carneys Point, NJ,"7,268"
6128,5.98,Carnot-Moon, PA,"12,081"
6713,5.4,Carnuel, NM,"1,303"
11310,2.79,Caro, MI,"4,164"
12136,2.5,Caroga Lake, NY,576
4058,9.09,Carol Stream, IL,"40,136"
18600,1.11,Caroleen, NC,438
12236,2.46,Carolina, RI,867
18590,1.11,Carolina, AL,299
21104,0.83,Carolina, WV,318
12228,2.46,Carolina Beach, NC,"5,888"
11954,2.56,Carolina Shores, NC,"3,461"
18033,1.19,Caroline, WI,254
13648,2.06,Carp Lake, MI,474
17242,1.31,Carpendale, WV,900
27307,0.24,Carpenter, WY,133
28143,0.16,Carpenter, IA,110
4712,7.9,Carpentersville, IL,"38,128"
11875,2.59,Carpinteria, CA,"13,323"
23257,0.59,Carpio, ND,124
7880,4.5,Carrabelle, FL,"2,790"
5706,6.46,Carrboro, NC,"20,337"
29082,0.06,Carrick, CA,66
17787,1.23,Carrier, OK,69
17900,1.21,Carrier Mills, IL,"1,813"
13433,2.11,Carrington, ND,"1,944"
4080,9.03,Carrizo, AZ,182
24379,0.48,Carrizo Hill, TX,"1,326"
10562,3.09,Carrizo Springs, TX,"5,662"
4444,8.36,Carrizozo, NM,866
6416,5.69,Carroll, IA,"10,051"
26216,0.32,Carroll, OH,403
28231,0.15,Carroll, NE,163
6715,5.39,Carroll Valley, PA,"3,894"
702,36.3,Carrollton, TX,"124,501"
1465,22.29,Carrollton, GA,"25,138"
6399,5.71,Carrollton, VA,"4,693"
8379,4.17,Carrollton, MO,"3,652"
12280,2.45,Carrollton, OH,"3,085"
13650,2.06,Carrollton, AL,"1,138"
13752,2.03,Carrollton, KY,"3,954"
14304,1.9,Carrollton, IL,"2,631"
21560,0.78,Carrollton, MS,255
22318,0.69,Carrolltown, PA,828
4001,9.21,Carrollwood, FL,"34,254"
10269,3.2,Carrsville, VA,277
29043,0.07,Carrsville, KY,46
1813,18.72,Carson, CA,"92,475"
7461,4.79,Carson, WA,"2,262"
8628,4.02,Carson, ND,246
22175,0.71,Carson, IA,860
102,144.66,Carson City, NV,"54,634"
19181,1.04,Carson City, MI,"1,080"
18401,1.13,Carsonville, MI,494
18156,1.17,Cartago, CA,38
10397,3.15,Carter, WY,10
11052,2.89,Carter, MT,64
24553,0.46,Carter, OK,275
14453,1.87,Carter Lake, IA,"3,771"
11286,2.8,Carter Springs, NV,511
8004,4.42,Carteret, NJ,"23,770"
1016,29.15,Cartersville, GA,"19,858"
6953,5.19,Carterville, IL,"5,635"
11826,2.6,Carterville, MO,"1,806"
3106,11.65,Carthage, MO,"14,281"
3438,10.66,Carthage, TX,"6,835"
3973,9.29,Carthage, MS,"4,995"
5845,6.31,Carthage, NC,"2,238"
11136,2.86,Carthage, TN,"2,042"
12108,2.51,Carthage, NY,"3,689"
12320,2.44,Carthage, IL,"2,600"
16412,1.46,Carthage, SD,210
19902,0.98,Carthage, AR,511
23347,0.58,Carthage, IN,767
12522,2.37,Cartwright, OK,637
13805,2.02,Caruthers, CA,"3,338"
6994,5.16,Caruthersville, MO,"6,086"
8674,4,Carver, MN,"4,025"
393,54.35,Cary, NC,"146,041"
5872,6.27,Cary, IL,"18,115"
22190,0.71,Cary, MS,419
2445,14.46,Carytown, MO,226
7001,5.15,Caryville, TN,"2,632"
10718,3.03,Caryville, FL,382
18651,1.1,Casa, AR,132
2217,15.79,Casa Blanca, AZ,"1,848"
29182,0.03,Casa Blanca, TX,32
6485,5.61,Casa Colorada, NM,149
24430,0.48,Casa Conejo, CA,"3,699"
5406,6.85,Casa De Oro-Mount Helix, CA,"21,076"
155,109.67,Casa Grande, AZ,"50,316"
14978,1.75,Casar, NC,306
29254,0.01,Casas, TX,25
1161,26.75,Casas Adobes, AZ,"68,525"
8374,4.17,Cascade, ID,"1,040"
14451,1.87,Cascade, IA,"2,000"
21286,0.81,Cascade, WI,676
23925,0.52,Cascade, MT,632
13549,2.08,Cascade Locks, OR,"1,108"
10877,2.96,Cascade Valley, WA,"2,700"
2640,13.5,Cascade-Chipita Park, CO,"1,588"
9264,3.69,Cascades, VA,"12,231"
7165,5.02,Cascadia, OR,110
10071,3.28,Casco, ME,668
22398,0.68,Casco, WI,520
18629,1.1,Caseville, MI,843
13273,2.16,Casey, IL,"2,477"
21934,0.74,Casey, IA,447
5273,7.01,Caseyville, IL,"4,080"
25367,0.39,Cash, AR,318
18903,1.07,Cashiers, NC,87
15170,1.71,Cashion, OK,704
14440,1.87,Cashion Community, TX,283
19258,1.03,Cashmere, WA,"3,141"
17195,1.32,Cashton, WI,"1,034"
16182,1.5,Cashtown, PA,453
27831,0.19,Casmalia, CA,114
18815,1.08,Casnovia, MI,479
10812,2.99,Caspar, CA,599
1147,26.9,Casper, WY,"57,815"
3529,10.36,Casper Mountain, WY,316
16600,1.42,Caspian, MI,790
21458,0.79,Cass, WV,9
14859,1.78,Cass City, MI,"2,592"
18336,1.14,Cass Lake, MN,645
21029,0.84,Cassadaga, NY,600
28951,0.08,Cassandra, PA,121
13792,2.03,Cassel, CA,349
5291,6.99,Casselberry, FL,"26,520"
27697,0.2,Casselman, PA,86
14444,1.87,Casselton, ND,"2,434"
25369,0.39,Cassoday, KS,83
13908,2,Cassopolis, MI,"1,770"
28793,0.1,Casstown, OH,266
9524,3.55,Cassville, WV,708
10206,3.22,Cassville, MO,"3,275"
19956,0.97,Cassville, WI,804
23214,0.59,Cassville, PA,128
5102,7.26,Castaic, CA,"18,619"
19116,1.04,Castalia, OH,887
21810,0.75,Castalia, NC,285
23348,0.58,Castalia, IA,175
6301,5.82,Castalian Springs, TN,965
20346,0.93,Castana, IA,94
16926,1.36,Castanea, PA,"1,145"
17004,1.35,Castile, NY,969
15962,1.54,Castine, ME,984
28958,0.08,Castine, OH,197
27962,0.18,Castle, OK,124
13276,2.16,Castle Dale, UT,"1,899"
7493,4.76,Castle Hayne, NC,967
22036,0.73,Castle Hill, CA,"1,223"
12210,2.47,Castle Hills, TX,"4,247"
7233,4.97,Castle Pines, CO,"10,626"
4093,9.01,Castle Pines North, CO,"10,360"
22281,0.7,Castle Point, MO,"3,680"
803,33.79,Castle Rock, CO,"51,802"
15741,1.59,Castle Rock, WA,"2,030"
15684,1.6,Castle Shannon, PA,"8,317"
4633,8.04,Castle Valley, UT,380
15169,1.71,Castleberry, AL,565
28828,0.09,Castleford, ID,139
17549,1.26,Castleton, VT,"1,238"
22135,0.71,Castleton On Hudson, NY,"1,337"
5150,7.19,Castlewood, VA,"1,631"
18289,1.15,Castlewood, SD,682
17997,1.19,Castor, LA,193
26160,0.32,Castorland, NY,401
2068,16.63,Castro Valley, CA,"62,363"
11583,2.69,Castroville, TX,"2,838"
19005,1.06,Castroville, CA,"6,226"
10954,2.93,Caswell Beach, NC,450
10633,3.06,Catahoula, LA,"1,114"
2516,14.11,Catalina, AZ,"7,527"
574,42.01,Catalina Foothills, AZ,"50,643"
23201,0.59,Cataract, WI,136
9119,3.76,Catarina, TX,36
17370,1.29,Catasauqua, PA,"6,477"
3699,9.95,Catawba, SC,"1,438"
7949,4.46,Catawba, WI,100
8795,3.93,Catawba, NC,706
27006,0.26,Catawba, OH,386
24052,0.51,Catawissa, PA,"1,530"
14891,1.77,Catharine, KS,64
27926,0.18,Cathay, ND,46
8913,3.86,Cathcart, WA,"2,593"
1562,21.28,Cathedral, CO,16
1541,21.5,Cathedral City, CA,"52,550"
12770,2.3,Catherine, AL,23
20796,0.87,Catherine, CO,237
1369,23.41,Catheys Valley, CA,878
24303,0.49,Cathlamet, WA,657
10225,3.22,Catlett, VA,229
17666,1.25,Catlettsburg, KY,"1,875"
21053,0.84,Catlin, IL,"2,157"
19801,0.99,Cato, NY,665
2546,13.96,Catonsville, MD,"42,437"
3252,11.19,Catoosa, OK,"7,407"
25541,0.37,Catron, MO,71
10338,3.17,Cats Bridge, VA,323
12826,2.28,Catskill, NY,"3,989"
18522,1.12,Cattaraugus, NY,"1,042"
17338,1.3,Cattle Creek, CO,853
17170,1.33,Caulksville, AR,184
8966,3.84,Causey, NM,60
15486,1.64,Cavalero, WA,"5,251"
21222,0.82,Cavalier, ND,"1,272"
20073,0.96,Cave, MO,1
8050,4.38,Cave City, KY,"2,214"
11824,2.6,Cave City, AR,"2,238"
664,37.91,Cave Creek, AZ,"5,014"
25518,0.37,Cave In Rock, IL,304
14719,1.81,Cave Junction, OR,"2,059"
3043,11.88,Cave Spring, VA,"25,547"
8574,4.05,Cave Spring, GA,"1,353"
5377,6.89,Cave Springs, AR,"2,230"
22611,0.65,Cavendish, VT,268
14302,1.9,Cavetown, MD,"1,665"
25124,0.41,Cavour, SD,144
19687,1,Cawker City, KS,527
16420,1.46,Cawood, KY,658
2064,16.65,Cayce, SC,"12,944"
15515,1.63,Cayce, KY,68
10537,3.1,Cayucos, CA,"2,553"
5219,7.08,Cayuga, OK,232
19446,1.01,Cayuga, IN,"1,016"
19825,0.99,Cayuga, ND,35
20521,0.9,Cayuga, NY,523
14909,1.77,Cayuga Heights, NY,"3,756"
11074,2.88,Cayuse, OR,64
5199,7.12,Cazadero, CA,312
14431,1.87,Cazenovia, NY,"2,808"
20483,0.91,Cazenovia, WI,367
27695,0.2,Cearfoss, MD,155
14815,1.79,Cecil, WI,608
16404,1.46,Cecil, OH,205
20120,0.96,Cecil, GA,325
11999,2.54,Cecil-Bishop, PA,"2,581"
13411,2.12,Cecilia, LA,"1,020"
16731,1.4,Cecilia, KY,320
24580,0.46,Cecilton, MD,675
27919,0.18,Cedar, MI,85
27937,0.18,Cedar, KS,14
7095,5.07,Cedar Bluff, AL,"1,872"
13059,2.22,Cedar Bluff, VA,"1,172"
25366,0.39,Cedar Bluffs, NE,511
687,36.83,Cedar City, UT,"29,175"
2007,17.04,Cedar Creek, AZ,511
23445,0.57,Cedar Creek, NE,406
6614,5.49,Cedar Crest, OK,240
10489,3.12,Cedar Crest, NM,958
27531,0.22,Cedar Crest, PA,226
1034,28.75,Cedar Falls, IA,"40,009"
1565,21.24,Cedar Fort, UT,355
22308,0.69,Cedar Glen Lakes, NJ,"1,527"
18979,1.06,Cedar Glen West, NJ,955
1883,18.03,Cedar Grove, NM,754
11572,2.69,Cedar Grove, FL,"3,257"
13333,2.14,Cedar Grove, WI,"2,139"
22111,0.72,Cedar Grove, WV,"1,082"
28256,0.15,Cedar Grove, IN,211
719,35.82,Cedar Hill, TX,"46,414"
6762,5.35,Cedar Hill, NM,973
12771,2.3,Cedar Hill, MO,"1,758"
22383,0.69,Cedar Hill, TN,366
27425,0.23,Cedar Hill Lakes, MO,191
11395,2.76,Cedar Hills, UT,"10,025"
14276,1.91,Cedar Hills, OR,"8,757"
20056,0.96,Cedar Key, FL,691
4530,8.22,Cedar Lake, IN,"11,653"
9996,3.32,Cedar Mill, OR,"15,482"
25944,0.34,Cedar Mills, MN,45
1422,22.85,Cedar Park, TX,"58,088"
13129,2.2,Cedar Point, NC,"1,480"
19348,1.02,Cedar Point, IL,307
20513,0.9,Cedar Point, TX,823
28920,0.08,Cedar Point, KS,23
261,70.8,Cedar Rapids, IA,"128,009"
25706,0.36,Cedar Rapids, NE,409
4786,7.79,Cedar Ridge, CA,"1,132"
18160,1.17,Cedar Rock, NC,299
22282,0.7,Cedar Slope, CA,0
10851,2.98,Cedar Springs, GA,22
13779,2.03,Cedar Springs, MI,"3,544"
21795,0.75,Cedar Vale, KS,477
13069,2.21,Cedar Valley, OK,336
7404,4.83,Cedarburg, WI,"11,485"
14099,1.96,Cedaredge, CO,"2,429"
22455,0.67,Cedarhurst, NY,"6,631"
4267,8.69,Cedartown, GA,"9,760"
2697,13.28,Cedarville, MD,610
4107,8.98,Cedarville, AR,"1,695"
6666,5.44,Cedarville, CA,297
13003,2.24,Cedarville, NJ,642
17421,1.28,Cedarville, OH,"3,758"
24706,0.45,Cedarville, IL,603
6770,5.35,Cedro, NM,288
3474,10.54,Celebration, FL,"7,111"
24029,0.52,Celeryville, OH,352
18637,1.1,Celeste, TX,845
2535,14.01,Celina, TX,"6,558"
7212,4.98,Celina, OH,"10,374"
15238,1.7,Celina, TN,"1,497"
21863,0.75,Celoron, NY,"1,078"
24648,0.46,Cement, OK,550
20512,0.9,Cement City, MI,481
22655,0.65,Cementon, PA,"1,551"
1036,28.72,Centennial, CO,"104,213"
2120,16.3,Centennial, WY,228
13244,2.17,Centennial Park, AZ,"1,315"
5688,6.48,Center, TX,"5,239"
21147,0.83,Center, CO,"2,077"
24624,0.46,Center, ND,566
25255,0.4,Center, MO,379
28732,0.1,Center, NE,129
23286,0.59,Center City, MN,666
6217,5.9,Center Hill, FL,"1,385"
23681,0.55,Center Junction, IA,111
15041,1.74,Center Line, MI,"8,279"
6922,5.22,Center Moriches, NY,"8,363"
20141,0.95,Center Ossipee, NH,488
5994,6.12,Center Point, AL,"16,876"
7550,4.73,Center Point, LA,293
11837,2.6,Center Point, IA,"2,632"
21919,0.74,Center Point, IN,223
4179,8.85,Center Ridge, AR,567
23241,0.59,Center Sandwich, NH,74
20585,0.89,Centerburg, OH,"1,854"
4244,8.71,Centereach, NY,"32,270"
14754,1.8,Centerfield, UT,"1,257"
13462,2.1,Centerport, NY,"5,717"
27824,0.19,Centerport, PA,368
3076,11.76,Centerton, AR,"10,278"
20173,0.95,Centertown, MO,282
20242,0.94,Centertown, TN,253
26384,0.3,Centertown, KY,320
28625,0.11,Centerview, MO,283
3223,11.31,Centerville, TN,"3,586"
3388,10.78,Centerville, OH,"23,986"
4575,8.14,Centerville, CA,348
6127,5.98,Centerville, UT,"16,104"
6206,5.9,Centerville, SC,"6,749"
7369,4.86,Centerville, IA,"5,480"
8771,3.94,Centerville, GA,"7,468"
10006,3.32,Centerville, WA,188
12411,2.4,Centerville, IN,"2,637"
13375,2.13,Centerville, MN,"3,832"
14885,1.77,Centerville, PA,211
15218,1.7,Centerville, TX,"1,027"
22084,0.72,Centerville, SD,758
26465,0.3,Centerville, MO,248
26632,0.28,Centerville, NC,36
2706,13.23,Centerville borough, PA,"3,236"
28766,0.1,Centerville Village, OH,127
27242,0.24,Centrahoma, OK,84
48,247.92,Central, AK,91
299,62.24,Central, LA,"27,505"
9675,3.47,Central, TN,"2,060"
11574,2.69,Central, SC,"5,170"
12110,2.51,Central, UT,650
14367,1.89,Central, AZ,422
14555,1.84,Central Bridge, NY,405
6964,5.18,Central City, KY,"5,932"
12345,2.43,Central City, CO,681
12687,2.32,Central City, NE,"2,897"
12974,2.24,Central City, AR,459
20185,0.95,Central City, IA,"1,284"
23329,0.58,Central City, IL,"1,076"
23781,0.54,Central City, PA,"1,000"
28284,0.15,Central City, SD,126
17962,1.2,Central Falls, RI,"19,406"
7426,4.82,Central Garage, VA,"1,002"
12124,2.5,Central Gardens, TX,"4,026"
14144,1.94,Central Heights-Midland City, AZ,"2,857"
414,52.91,Central High, OK,"1,173"
5202,7.11,Central Islip, NY,"36,233"
18889,1.07,Central Lake, MI,"1,063"
27116,0.25,Central Pacolet, SC,210
9571,3.52,Central Park, WA,"2,492"
8851,3.89,Central Point, OR,"17,443"
14289,1.91,Central Square, NY,"1,944"
16969,1.36,Central Valley, UT,632
10087,3.28,Centralhatchee, GA,456
4549,8.19,Centralia, IL,"12,880"
5019,7.42,Centralia, WA,"16,664"
11195,2.83,Centralia, MO,"4,125"
23378,0.58,Centralia, IA,119
24485,0.47,Centralia, KS,524
27286,0.24,Centralia, PA,2
3180,11.44,Centre, AL,"3,555"
22921,0.62,Centre Hall, PA,"1,146"
18730,1.09,Centre Island, NY,418
3032,11.92,Centreville, VA,"73,677"
3912,9.45,Centreville, AL,"2,727"
8270,4.23,Centreville, IL,"5,208"
12260,2.45,Centreville, MD,"4,451"
12702,2.32,Centreville, MS,"1,760"
16282,1.49,Centreville, MI,"1,700"
15236,1.7,Centuria, WI,"1,001"
10180,3.23,Century, FL,"1,488"
28453,0.13,Century, WV,187
16012,1.53,Ceredo, WV,"1,493"
4653,8.01,Ceres, CA,"46,570"
25009,0.42,Ceresco, NE,936
4240,8.73,Cerritos, CA,"49,599"
21658,0.77,Cerro Gordo, IL,"1,298"
21834,0.75,Cerro Gordo, NC,201
11962,2.55,Cerulean, KY,270
10250,3.21,Cesar Chavez, TX,"1,764"
21753,0.76,Cetronia, PA,"2,115"
22638,0.65,Ceylon, MN,330
1048,28.52,Chackbay, LA,"5,299"
20181,0.95,Chacra, CO,476
11739,2.63,Chadbourn, NC,"2,141"
8931,3.85,Chadron, NE,"5,829"
26270,0.31,Chadwick, IL,454
17158,1.33,Chadwicks, NY,"2,087"
14773,1.79,Chaffee, MO,"2,958"
13585,2.08,Chagrin Falls, OH,"4,099"
3467,10.55,Chain Lake, WA,"4,566"
9801,3.41,Chain O' Lakes, WI,"1,011"
28068,0.17,Chain Of Rocks, MO,128
28904,0.08,Chain-O-Lakes, MO,175
10985,2.92,Chalco, NE,"10,811"
1083,28.02,Chalfant, CA,714
28167,0.16,Chalfant, PA,956
15582,1.62,Chalfont, PA,"4,052"
21216,0.82,Chalkhill, PA,113
4377,8.48,Chalkyitsik, AK,85
3831,9.66,Challenge-Brownsville, CA,952
14540,1.85,Challis, ID,"1,011"
27143,0.25,Chalmers, IN,439
5181,7.15,Chalmette, LA,"19,375"
11639,2.67,Chama, NM,876
10646,3.06,Chamberino, NM,855
5558,6.64,Chamberlain, SD,"2,660"
9947,3.35,Chamberlayne, VA,"5,867"
19395,1.02,Chambers, NE,256
5350,6.92,Chambersburg, PA,"20,430"
10325,3.18,Chamblee, GA,"15,835"
15470,1.64,Chamisal, NM,322
8935,3.85,Chamita, NM,"1,037"
24793,0.44,Chamizal, NM,48
25553,0.37,Chamois, MO,360
21291,0.81,Champ, MO,11
1454,22.43,Champaign, IL,"82,848"
27279,0.24,Champion, NE,78
4440,8.37,Champion Heights, OH,"6,626"
16805,1.39,Champlain, NY,"1,107"
4564,8.17,Champlin, MN,"23,591"
15339,1.67,Chance, MD,300
27483,0.22,Chancellor, SD,305
286,64.41,Chandler, AZ,"245,231"
4486,8.3,Chandler, OK,"3,113"
6042,6.07,Chandler, TX,"2,783"
13762,2.03,Chandler, IN,"3,236"
21549,0.78,Chandler, MN,266
20824,0.87,Chandlerville, IL,671
1631,20.44,Chanhassen, MN,"24,003"
2350,14.99,Channahon, IL,"12,422"
25193,0.4,Channel Islands Beach, CA,"2,778"
14732,1.8,Channel Lake, IL,"1,337"
2388,14.79,Channelview, TX,"38,980"
19758,0.99,Channing, TX,191
3002,12.02,Chantilly, VA,"23,431"
5256,7.03,Chanute, KS,"9,194"
343,59.23,Chaparral, NM,"13,905"
28796,0.1,Chaparrito, TX,8
1573,21.12,Chapel Hill, NC,"58,379"
10174,3.24,Chapel Hill, TN,"1,425"
28931,0.08,Chapeno, TX,63
13849,2.01,Chapin, SC,"1,459"
19946,0.97,Chapin, IL,461
29009,0.07,Chapin, IA,161
16841,1.38,Chaplin, KY,382
20891,0.86,Chapman, KS,"1,441"
24754,0.45,Chapman, NE,282
26058,0.33,Chapman, PA,177
22646,0.65,Chapmanville, WV,"1,242"
24712,0.45,Chappaqua, NY,"1,170"
22228,0.7,Chappell, NE,870
20301,0.93,Charco, AZ,23
7759,4.58,Chardon, OH,"5,161"
7241,4.97,Charenton, LA,"1,934"
9008,3.82,Chariton, IA,"4,263"
26888,0.26,Charlack, MO,"1,274"
21720,0.76,Charleroi, PA,"4,069"
5909,6.22,Charles City, IA,"7,562"
11550,2.7,Charles City, VA,150
6318,5.81,Charles Town, WV,"5,464"
156,108.98,Charleston, SC,"125,458"
904,31.52,Charleston, WV,"50,911"
4141,8.92,Charleston, IL,"22,065"
7457,4.8,Charleston, MO,"5,905"
8199,4.28,Charleston, AR,"2,517"
13793,2.03,Charleston, UT,635
17011,1.35,Charleston, MS,"1,801"
19340,1.02,Charleston, TN,674
28525,0.13,Charleston Park, FL,274
3178,11.45,Charlestown, IN,"7,802"
17994,1.19,Charlestown, MD,"1,085"
21266,0.81,Charlestown, NH,"1,129"
13693,2.05,Charlevoix, MI,"2,527"
13942,1.99,Charlo, MT,345
18364,1.14,Charlos Heights, MT,163
39,297.68,Charlotte, NC,"774,807"
5717,6.45,Charlotte, MI,"9,053"
13916,2,Charlotte, TX,"1,971"
15046,1.74,Charlotte, TN,"1,610"
23416,0.58,Charlotte, IA,383
8682,3.99,Charlotte Court House, VA,794
7100,5.07,Charlotte Hall, MD,"1,403"
12741,2.3,Charlotte Harbor, FL,"3,969"
19264,1.03,Charlotte Park, FL,"2,243"
3578,10.24,Charlottesville, VA,"44,505"
28114,0.16,Charlton, MD,161
25089,0.41,Charlton Heights, WV,487
20324,0.93,Charter Oak, CA,"9,200"
24354,0.48,Charter Oak, IA,503
83,168.84,Chase, AK,22
12787,2.29,Chase, PA,859
26498,0.29,Chase, KS,576
13171,2.19,Chase City, VA,"2,228"
21134,0.83,Chase Crossing, VA,439
20401,0.92,Chaseburg, WI,234
2019,16.97,Chaska, MN,"24,238"
22854,0.63,Chataignier, LA,435
18778,1.08,Chateaugay, NY,639
11736,2.64,Chatfield, MN,"2,828"
26421,0.3,Chatfield, OH,184
6391,5.72,Chatham, IL,"12,131"
11728,2.64,Chatham, MA,"1,470"
12267,2.45,Chatham, MI,227
12516,2.37,Chatham, NJ,"9,000"
13778,2.03,Chatham, VA,987
17735,1.24,Chatham, NY,"1,490"
19808,0.99,Chatham, LA,595
6758,5.36,Chatmoss, VA,"1,535"
3413,10.72,Chatom, AL,"1,063"
6810,5.32,Chatsworth, GA,"4,285"
11524,2.71,Chatsworth, IL,"1,136"
24258,0.49,Chatsworth, IA,68
6628,5.47,Chattahoochee, FL,"3,342"
437,50.18,Chattahoochee Hills, GA,"2,511"
112,137.15,Chattanooga, TN,"171,863"
23491,0.57,Chattanooga, OK,422
4993,7.45,Chattanooga Valley, GA,"3,848"
13731,2.04,Chattaroy, WV,584
19974,0.97,Chaumont, NY,701
15112,1.73,Chauncey, GA,368
16541,1.44,Chauncey, WV,255
22537,0.66,Chauncey, OH,"1,258"
24943,0.43,Chautauqua, KS,59
24967,0.43,Chautauqua, NY,559
7497,4.76,Chauvin, LA,"3,220"
15245,1.7,Chazy, NY,533
2477,14.31,Cheat Lake, WV,"9,220"
18035,1.19,Chebanse, IL,"1,140"
5438,6.8,Cheboygan, MI,"4,801"
4123,8.96,Checotah, OK,"3,343"
1240,25.34,Cheektowaga, NY,"74,967"
6390,5.72,Chefornak, AK,474
6567,5.53,Chehalis, WA,"7,265"
5861,6.29,Chelan, WA,"3,945"
26659,0.28,Chelan Falls, WA,201
1556,21.34,Chelsea, AL,"11,051"
9366,3.63,Chelsea, MI,"5,085"
13083,2.21,Chelsea, MA,"37,084"
14877,1.77,Chelsea, OK,"1,892"
19500,1.01,Chelsea, IA,188
24563,0.46,Chelsea, WI,109
26202,0.32,Chelsea, SD,61
25202,0.4,Chelyan, WV,833
26653,0.28,Chemung, IL,211
696,36.47,Chena Ridge, AK,"5,671"
12278,2.45,Chenango Bridge, NY,"2,903"
1008,29.29,Chenega, AK,72
9530,3.54,Chenequa, WI,536
8217,4.27,Cheney, WA,"11,014"
13935,1.99,Cheney, KS,"1,916"
19410,1.02,Cheneyville, LA,490
