Rank,Population Growth Rate,City,State,Population
15878,0.94%,Canfield, OH,"7,443"
17499,-1.37%,Canisteo, NY,"2,304"
26361,-25.43%,Canistota, SD,522
25718,-22.05%,Canjilon, NM,251
1221,96.96%,Cankton, LA,713
6102,24.29%,Cannelburg, IN,174
5219,29.20%,Cannelton, IN,"1,562"
15632,1.33%,Cannon, NM,"2,591"
10688,9.84%,Cannon Ball, ND,949
18440,-2.90%,Cannon Beach, OR,"1,542"
11905,7.30%,Cannon Falls, MN,"4,072"
20305,-5.98%,Cannondale, CT,173
20190,-5.75%,Cannonsburg, KY,721
2173,64.19%,Cannonville, UT,243
17381,-1.19%,Canon, GA,746
18360,-2.76%,Canon, NM,211
12444,6.34%,Canon City, CO,"16,410"
27649,-37.16%,Canones, NM,93
13685,4.25%,Canonsburg, PA,"8,973"
9739,12.05%,Canoochee, GA,93
357,227.78%,Canova, NM,118
27908,-40.71%,Canova, SD,83
3657,41.67%,Canterwood, WA,"3,777"
411,209.26%,Canton, GA,"23,841"
6784,21.35%,Canton, KS,"1,006"
8858,14.28%,Canton, PA,"2,065"
9680,12.21%,Canton, NY,"6,600"
10861,9.48%,Canton, MI,"83,607"
11398,8.29%,Canton, TX,"3,565"
14172,3.47%,Canton, SD,"3,218"
14307,3.25%,Canton, NC,"4,160"
14367,3.18%,Canton, MS,"13,321"
16907,-0.51%,Canton, MO,"2,544"
18448,-2.91%,Canton, OK,600
19221,-4.17%,Canton, IL,"14,650"
22304,-10.07%,Canton, OH,"72,668"
23032,-11.95%,Canton, MN,302
28032,-42.86%,Canton City, ND,24
19831,-5.18%,Canton Valley, CT,"1,484"
23369,-12.95%,Cantrall, IL,121
27416,-34.63%,Cantril, IA,168
1965,69.12%,Cantu Addition, TX,367
27253,-32.82%,Cantua Creek, CA,440
22777,-11.26%,Cantwell, AK,197
26526,-26.53%,Canute, OK,385
7455,18.76%,Canutillo, TX,"6,091"
11617,7.82%,Canyon, TX,"13,882"
7253,19.58%,Canyon City, OR,800
1273,94.63%,Canyon Creek, TX,"1,269"
8671,14.74%,Canyon Creek, WA,"3,230"
9025,13.83%,Canyon Day, AZ,"1,243"
5536,27.26%,Canyon Lake, TX,"21,469"
11243,8.62%,Canyon Lake, CA,"10,810"
1014,110.81%,Canyondam, CA,78
1723,76.02%,Canyonville, OR,"2,276"
8689,14.70%,Capac, MI,"2,036"
9422,12.81%,Cape Canaveral, FL,"9,960"
1497,84.27%,Cape Carteret, NC,"2,237"
24884,-18.34%,Cape Charles, VA,926
2482,58.19%,Cape Coral, FL,"161,804"
10901,9.38%,Cape Girardeau, MO,"38,665"
22811,-11.35%,Cape May, NJ,"3,576"
7029,20.41%,Cape May Court House, NJ,"5,664"
24560,-17.01%,Cape May Point, NJ,200
6252,23.64%,Cape Meares, OR,136
16854,-0.43%,Cape Neddick, ME,"2,984"
4133,37.30%,Cape Royale, TX,519
10420,10.42%,Cape Saint Claire, MD,"8,858"
23960,-14.87%,Cape Vincent, NY,647
23250,-12.61%,Capitan, NM,"1,261"
11727,7.59%,Capitol Heights, MD,"4,452"
16422,0.10%,Capitola, CA,"10,043"
1233,96.50%,Capon Bridge, WV,393
1450,86.58%,Capron, IL,"1,793"
28013,-42.51%,Capron, VA,96
29227,-92.86%,Capron, OK,3
4650,33.03%,Captain Cook, HI,"4,265"
1325,92.20%,Captains Cove, VA,863
28750,-59.37%,Captiva, FL,154
6824,21.19%,Capulin, NM,286
21162,-7.59%,Capulin, CO,73
4234,36.56%,Capulin CDP, NM,127
23164,-12.38%,Caraway, AR,"1,182"
1831,72.75%,Carbon, IN,577
3057,48.66%,Carbon, TX,333
26261,-25.00%,Carbon, IA,21
7350,19.18%,Carbon Cliff, IL,"2,013"
6966,20.65%,Carbon Hill, OH,187
14441,3.06%,Carbon Hill, IL,404
17886,-1.98%,Carbon Hill, AL,"2,030"
23901,-14.65%,Carbonado, WA,530
5479,27.53%,Carbondale, IL,"26,374"
6079,24.40%,Carbondale, CO,"6,464"
21113,-7.51%,Carbondale, KS,"1,367"
22208,-9.80%,Carbondale, PA,"8,843"
9709,12.13%,Carbonville, UT,"1,636"
29045,-74.39%,Cardiff, AL,21
29250,-98.00%,Cardin, OK,3
7520,18.55%,Cardington, OH,"2,192"
7139,20.00%,Cardwell, MT,48
26134,-24.21%,Cardwell, MO,598
7768,17.70%,Carefree, AZ,"3,445"
4759,32.09%,Carencro, LA,"8,084"
13155,5.07%,Carey, ID,539
21399,-8.05%,Carey, OH,"3,587"
18783,-3.45%,Caribou, ME,"8,025"
6428,22.93%,Carl, GA,252
3645,41.88%,Carl Junction, MO,"7,511"
14853,2.48%,Carle Place, NY,"5,377"
21830,-8.98%,Carleton, MI,"2,332"
26143,-24.26%,Carleton, NE,103
9988,11.48%,Carlin, NV,"2,409"
17406,-1.23%,Carlinville, IL,"5,615"
8203,16.16%,Carlisle, IA,"4,062"
10029,11.37%,Carlisle, KY,"2,135"
13174,5.05%,Carlisle, PA,"18,877"
16241,0.40%,Carlisle, SC,498
16462,0.00%,Carlisle, OK,649
18098,-2.34%,Carlisle, OH,"5,001"
21318,-7.90%,Carlisle, AR,"2,122"
29029,-73.53%,Carlisle, IN,704
3272,46.01%,Carlisle-Rockledge, AL,"2,745"
1920,70.39%,Carlock, IL,777
2012,67.78%,Carlos, MN,552
6110,24.24%,Carlos, MD,123
414,208.96%,Carls Corner, TX,414
3861,39.68%,Carlsbad, CA,"109,296"
13003,5.35%,Carlsbad, NM,"26,996"
26327,-25.24%,Carlsbad, TX,770
26547,-26.67%,Carlsborg, WA,627
13460,4.60%,Carlstadt, NJ,"6,189"
3649,41.80%,Carlton, AL,173
5879,25.32%,Carlton, GA,292
6599,22.19%,Carlton, OR,"1,850"
8319,15.80%,Carlton, MN,938
26083,-24.00%,Carlton, MT,646
28783,-60.53%,Carlton, KS,15
18278,-2.61%,Carlyle, IL,"3,317"
5805,25.69%,Carlyss, LA,"5,089"
882,121.22%,Carmel, IN,"83,474"
20710,-6.71%,Carmel By The Sea, CA,"3,807"
6934,20.78%,Carmel Hamlet, NY,"6,824"
21405,-8.06%,Carmel Valley Village, CA,"4,321"
6658,21.90%,Carmen, OK,501
28597,-54.84%,Carmet, CA,14
17969,-2.12%,Carmi, IL,"5,307"
5530,27.28%,Carmichael, CA,"63,314"
26880,-29.32%,Carmichaels, PA,393
25447,-20.61%,Carmine, TX,181
18693,-3.33%,Carnation, WA,"1,830"
6287,23.46%,Carnegie, OK,"2,021"
19801,-5.11%,Carnegie, PA,"7,960"
2419,59.11%,Carnelian Bay, CA,463
6999,20.52%,Carnesville, GA,652
6686,21.78%,Carney, MI,274
10741,9.71%,Carney, OK,712
16725,-0.25%,Carney, MD,"28,194"
13124,5.12%,Carneys Point, NJ,"7,268"
9133,13.58%,Carnot-Moon, PA,"12,081"
3009,49.43%,Carnuel, NM,"1,303"
16197,0.46%,Caro, MI,"4,164"
25792,-22.37%,Caroga Lake, NY,576
17062,-0.75%,Carol Stream, IL,"40,136"
4971,30.75%,Caroleen, NC,438
6990,20.56%,Carolina, AL,299
26040,-23.74%,Carolina, WV,318
27038,-30.81%,Carolina, RI,867
5897,25.25%,Carolina Beach, NC,"5,888"
773,133.54%,Carolina Shores, NC,"3,461"
5925,25.12%,Caroline, WI,254
7055,20.30%,Carp Lake, MI,474
20136,-5.66%,Carpendale, WV,900
24102,-15.38%,Carpenter, IA,110
27106,-31.44%,Carpenter, WY,133
6031,24.66%,Carpentersville, IL,"38,128"
20398,-6.14%,Carpinteria, CA,"13,323"
24334,-16.22%,Carpio, ND,124
972,114.12%,Carrabelle, FL,"2,790"
6827,21.18%,Carrboro, NC,"20,337"
28697,-57.69%,Carrick, CA,66
22437,-10.39%,Carrier, OK,69
19022,-3.87%,Carrier Mills, IL,"1,813"
23790,-14.29%,Carrington, ND,"1,944"
45,857.89%,Carrizo, AZ,182
703,141.97%,Carrizo Hill, TX,"1,326"
16407,0.12%,Carrizo Springs, TX,"5,662"
24395,-16.41%,Carrizozo, NM,866
16921,-0.54%,Carroll, IA,"10,051"
24665,-17.42%,Carroll, OH,403
27118,-31.51%,Carroll, NE,163
7586,18.32%,Carroll Valley, PA,"3,894"
5642,26.68%,Carrollton, GA,"25,138"
8479,15.30%,Carrollton, AL,"1,138"
9109,13.62%,Carrollton, TX,"124,501"
9174,13.44%,Carrollton, VA,"4,693"
14636,2.81%,Carrollton, KY,"3,954"
15838,1.00%,Carrollton, IL,"2,631"
18674,-3.29%,Carrollton, OH,"3,085"
21590,-8.45%,Carrollton, MI,"6,044"
22835,-11.40%,Carrollton, MO,"3,652"
27675,-37.50%,Carrollton, MS,255
25533,-21.07%,Carrolltown, PA,828
16720,-0.24%,Carrollwood, FL,"34,254"
8432,15.42%,Carrsville, VA,277
26743,-28.13%,Carrsville, KY,46
5292,28.74%,Carson, IA,860
14445,3.06%,Carson, CA,"92,475"
19575,-4.72%,Carson, WA,"2,262"
25892,-22.88%,Carson, ND,246
13755,4.15%,Carson City, NV,"54,634"
21959,-9.24%,Carson City, MI,"1,080"
17647,-1.59%,Carsonville, MI,494
28884,-65.14%,Cartago, CA,38
5952,25.00%,Carter, WY,10
11407,8.27%,Carter, OK,275
14331,3.23%,Carter, MT,64
8221,16.10%,Carter Lake, IA,"3,771"
23308,-12.80%,Carter Springs, NV,511
8657,14.78%,Carteret, NJ,"23,770"
6022,24.70%,Cartersville, GA,"19,858"
6628,22.08%,Carterville, IL,"5,635"
18124,-2.38%,Carterville, MO,"1,806"
7245,19.62%,Carthage, NC,"2,238"
8373,15.61%,Carthage, AR,511
9460,12.73%,Carthage, MO,"14,281"
9636,12.30%,Carthage, SD,210
11663,7.72%,Carthage, MS,"4,995"
14802,2.57%,Carthage, TX,"6,835"
17146,-0.86%,Carthage, NY,"3,689"
19494,-4.59%,Carthage, IL,"2,600"
21987,-9.28%,Carthage, TN,"2,042"
24645,-17.35%,Carthage, IN,767
4075,37.88%,Cartwright, OK,637
2445,58.73%,Caruthers, CA,"3,338"
22265,-9.97%,Caruthersville, MO,"6,086"
384,217.93%,Carver, MN,"4,025"
2688,54.48%,Cary, NC,"146,041"
8066,16.64%,Cary, IL,"18,115"
17819,-1.87%,Cary, MS,419
13757,4.15%,Carytown, MO,226
1751,75.23%,Caryville, FL,382
7872,17.34%,Caryville, TN,"2,632"
27618,-36.84%,Casa, AR,132
3615,42.15%,Casa Blanca, AZ,"1,848"
28604,-54.93%,Casa Blanca, TX,32
573,166.07%,Casa Colorada, NM,149
8167,16.32%,Casa Conejo, CA,"3,699"
9896,11.67%,Casa De Oro-Mount Helix, CA,"21,076"
1181,99.48%,Casa Grande, AZ,"50,316"
16990,-0.65%,Casar, NC,306
29143,-82.14%,Casas, TX,25
5606,26.87%,Casas Adobes, AZ,"68,525"
13646,4.31%,Cascade, ID,"1,040"
15060,2.15%,Cascade, IA,"2,000"
15509,1.50%,Cascade, WI,676
25885,-22.83%,Cascade, MT,632
16972,-0.63%,Cascade Locks, OR,"1,108"
3026,49.09%,Cascade Valley, WA,"2,700"
20886,-7.08%,Cascade-Chipita Park, CO,"1,588"
15515,1.49%,Cascades, VA,"12,231"
91,587.50%,Cascadia, OR,110
12424,6.37%,Casco, ME,668
21893,-9.09%,Casco, WI,520
19762,-5.07%,Caseville, MI,843
20581,-6.49%,Casey, IA,447
24227,-15.81%,Casey, IL,"2,477"
19934,-5.34%,Caseyville, IL,"4,080"
11452,8.16%,Cash, AR,318
28634,-55.61%,Cashiers, NC,87
10235,10.87%,Cashion, OK,704
24559,-17.01%,Cashion Community, TX,283
12663,5.94%,Cashmere, WA,"3,141"
14576,2.89%,Cashton, WI,"1,034"
28433,-50.71%,Cashtown, PA,453
29004,-71.50%,Casmalia, CA,114
2835,52.06%,Casnovia, MI,479
26689,-27.66%,Caspar, CA,599
8118,16.46%,Casper, WY,"57,815"
12610,6.04%,Casper Mountain, WY,316
25471,-20.76%,Caspian, MI,790
27531,-35.71%,Cass, WV,9
17855,-1.93%,Cass City, MI,"2,592"
26261,-25.00%,Cass Lake, MN,645
22770,-11.24%,Cassadaga, NY,600
22689,-11.03%,Cassandra, PA,121
26048,-23.80%,Cassel, CA,349
7910,17.19%,Casselberry, FL,"26,520"
23431,-13.13%,Casselman, PA,86
4906,31.21%,Casselton, ND,"2,434"
27563,-36.15%,Cassoday, KS,83
15343,1.72%,Cassopolis, MI,"1,770"
24653,-17.39%,Casstown, OH,266
9224,13.32%,Cassville, MO,"3,275"
24215,-15.79%,Cassville, PA,128
26418,-25.90%,Cassville, WI,804
28623,-55.36%,Cassville, WV,708
14734,2.67%,Castaic, CA,"18,619"
16462,0.00%,Castalia, IA,175
19814,-5.13%,Castalia, OH,887
24323,-16.18%,Castalia, NC,285
492,183.82%,Castalian Springs, TN,965
28276,-47.19%,Castana, IA,94
18920,-3.70%,Castanea, PA,"1,145"
21270,-7.80%,Castile, NY,969
2789,52.71%,Castine, OH,197
23190,-12.46%,Castine, ME,984
15415,1.64%,Castle, OK,124
8736,14.60%,Castle Dale, UT,"1,899"
23497,-13.35%,Castle Hayne, NC,967
21322,-7.91%,Castle Hill, CA,"1,223"
15795,1.07%,Castle Hills, TX,"4,247"
1649,78.35%,Castle Pines, CO,"10,626"
13769,4.12%,Castle Pines North, CO,"10,360"
25115,-19.28%,Castle Point, MO,"3,680"
618,156.14%,Castle Rock, CO,"51,802"
19557,-4.69%,Castle Rock, WA,"2,030"
18383,-2.79%,Castle Shannon, PA,"8,317"
11130,8.88%,Castle Valley, UT,380
19263,-4.24%,Castleberry, AL,565
28386,-49.82%,Castleford, ID,139
26117,-24.14%,Castleton, VT,"1,238"
24666,-17.42%,Castleton On Hudson, NY,"1,337"
14914,2.40%,Castlewood, SD,682
25262,-19.89%,Castlewood, VA,"1,631"
21196,-7.66%,Castor, LA,193
4934,31.05%,Castorland, NY,401
11144,8.85%,Castro Valley, CA,"62,363"
12324,6.53%,Castroville, TX,"2,838"
21057,-7.41%,Castroville, CA,"6,226"
6727,21.62%,Caswell Beach, NC,450
26972,-30.20%,Catahoula, LA,"1,114"
11984,7.15%,Catalina, AZ,"7,527"
20247,-5.86%,Catalina Foothills, AZ,"50,643"
2784,52.81%,Cataract, WI,136
29027,-73.33%,Catarina, TX,36
17700,-1.68%,Catasauqua, PA,"6,477"
6240,23.72%,Catawba, OH,386
15752,1.15%,Catawba, NC,706
24381,-16.35%,Catawba, SC,"1,438"
27260,-32.89%,Catawba, WI,100
18929,-3.71%,Catawissa, PA,"1,530"
1526,82.86%,Catharine, KS,64
24757,-17.86%,Cathay, ND,46
23706,-14.00%,Cathcart, WA,"2,593"
8847,14.29%,Cathedral, CO,16
6349,23.22%,Cathedral City, CA,"52,550"
1694,76.92%,Catherine, AL,23
5863,25.40%,Catherine, CO,237
22909,-11.58%,Catheys Valley, CA,878
8170,16.28%,Cathlamet, WA,657
12057,7.01%,Catlett, VA,229
19329,-4.34%,Catlettsburg, KY,"1,875"
14249,3.35%,Catlin, IL,"2,157"
10335,10.65%,Cato, NY,665
12310,6.57%,Catonsville, MD,"42,437"
4301,35.93%,Catoosa, OK,"7,407"
13594,4.41%,Catron, MO,71
26247,-24.88%,Cats Bridge, VA,323
21929,-9.18%,Catskill, NY,"3,989"
18546,-3.07%,Cattaraugus, NY,"1,042"
16187,0.47%,Cattle Creek, CO,853
25523,-21.03%,Caulksville, AR,184
8440,15.38%,Causey, NM,60
9196,13.39%,Cavalero, WA,"5,251"
24615,-17.24%,Cavalier, ND,"1,272"
29172,-85.71%,Cave, MO,1
7743,17.77%,Cave City, KY,"2,214"
8577,15.01%,Cave City, AR,"2,238"
4461,34.50%,Cave Creek, AZ,"5,014"
23101,-12.14%,Cave In Rock, IL,304
2907,51.06%,Cave Junction, OR,"2,059"
3987,38.77%,Cave Spring, GA,"1,353"
14897,2.43%,Cave Spring, VA,"25,547"
1135,102.18%,Cave Springs, AR,"2,230"
9897,11.67%,Cavendish, VT,268
9742,12.05%,Cavetown, MD,"1,665"
15069,2.13%,Cavour, SD,144
15747,1.15%,Cawker City, KS,527
16198,0.46%,Cawood, KY,658
413,209.09%,Cayce, KY,68
12322,6.53%,Cayce, SC,"12,944"
23467,-13.25%,Cayucos, CA,"2,553"
886,120.95%,Cayuga, OK,232
14681,2.75%,Cayuga, NY,523
21558,-8.39%,Cayuga, IN,"1,016"
28017,-42.62%,Cayuga, ND,35
8663,14.76%,Cayuga Heights, NY,"3,756"
11322,8.47%,Cayuse, OR,64
23644,-13.81%,Cazadero, CA,312
9513,12.58%,Cazenovia, WI,367
11837,7.42%,Cazenovia, NY,"2,808"
9297,13.14%,Cearfoss, MD,155
5012,30.47%,Cecil, WI,608
6495,22.64%,Cecil, GA,325
19783,-5.09%,Cecil, OH,205
16658,-0.15%,Cecil-Bishop, PA,"2,581"
27195,-32.23%,Cecilia, LA,"1,020"
28383,-49.76%,Cecilia, KY,320
3597,42.41%,Cecilton, MD,675
22115,-9.57%,Cedar, MI,85
28210,-46.15%,Cedar, KS,14
5470,27.61%,Cedar Bluff, AL,"1,872"
11522,8.02%,Cedar Bluff, VA,"1,172"
24534,-16.91%,Cedar Bluffs, NE,511
3619,42.13%,Cedar City, UT,"29,175"
3033,48.98%,Cedar Creek, AZ,511
14827,2.53%,Cedar Creek, NE,406
22145,-9.62%,Cedar Crest, NM,958
23292,-12.74%,Cedar Crest, PA,226
25725,-22.08%,Cedar Crest, OK,240
10314,10.69%,Cedar Falls, IA,"40,009"
13775,4.11%,Cedar Fort, UT,355
20085,-5.57%,Cedar Glen Lakes, NJ,"1,527"
27013,-30.60%,Cedar Glen West, NJ,955
5769,25.88%,Cedar Grove, NM,754
5837,25.52%,Cedar Grove, WV,"1,082"
8938,14.05%,Cedar Grove, IN,211
9205,13.35%,Cedar Grove, WI,"2,139"
14865,2.46%,Cedar Grove, NJ,"12,603"
27815,-39.31%,Cedar Grove, FL,"3,257"
3404,44.62%,Cedar Hill, TX,"46,414"
6457,22.82%,Cedar Hill, TN,366
14328,3.23%,Cedar Hill, MO,"1,758"
19564,-4.70%,Cedar Hill, NM,973
24456,-16.59%,Cedar Hill Lakes, MO,191
368,224.01%,Cedar Hills, UT,"10,025"
17983,-2.15%,Cedar Hills, OR,"8,757"
23218,-12.53%,Cedar Key, FL,691
5825,25.58%,Cedar Lake, IN,"11,653"
6439,22.90%,Cedar Mill, OR,"15,482"
24017,-15.09%,Cedar Mills, MN,45
873,123.00%,Cedar Park, TX,"58,088"
2413,59.31%,Cedar Point, NC,"1,480"
7918,17.18%,Cedar Point, IL,307
26411,-25.86%,Cedar Point, TX,823
28657,-56.60%,Cedar Point, KS,23
12621,6.00%,Cedar Rapids, IA,"128,009"
16175,0.49%,Cedar Rapids, NE,409
13761,4.14%,Cedar Ridge, CA,"1,132"
19770,-5.08%,Cedar Rock, NC,299
9004,13.88%,Cedar Springs, MI,"3,544"
28932,-67.65%,Cedar Springs, GA,22
27368,-34.02%,Cedar Vale, KS,477
121,479.31%,Cedar Valley, OK,336
13030,5.29%,Cedarburg, WI,"11,485"
4939,31.01%,Cedaredge, CO,"2,429"
11734,7.58%,Cedarhurst, NY,"6,631"
14440,3.06%,Cedartown, GA,"9,760"
2994,49.60%,Cedarville, AR,"1,695"
17799,-1.83%,Cedarville, OH,"3,758"
24314,-16.13%,Cedarville, IL,603
25048,-19.04%,Cedarville, NJ,642
26985,-30.37%,Cedarville, MD,610
27914,-40.84%,Cedarville, CA,297
26620,-27.09%,Cedro, NM,288
601,159.90%,Celebration, FL,"7,111"
580,164.66%,Celeryville, OH,352
14203,3.43%,Celeste, TX,845
301,252.39%,Celina, TX,"6,558"
11285,8.56%,Celina, TN,"1,497"
16047,0.69%,Celina, OH,"10,374"
24495,-16.76%,Celoron, NY,"1,078"
13988,3.77%,Cement, OK,550
12394,6.42%,Cement City, MI,481
20036,-5.48%,Cementon, PA,"1,551"
7299,19.37%,Centennial, WY,228
12804,5.71%,Centennial, CO,"104,213"
2475,58.24%,Centennial Park, AZ,"1,315"
3510,43.33%,Center, NE,129
21239,-7.73%,Center, TX,"5,239"
23444,-13.17%,Center, CO,"2,077"
24429,-16.52%,Center, ND,566
27931,-41.15%,Center, MO,379
8802,14.43%,Center City, MN,666
2823,52.20%,Center Hill, FL,"1,385"
24070,-15.27%,Center Junction, IA,111
18476,-2.95%,Center Line, MI,"8,279"
5808,25.66%,Center Moriches, NY,"8,363"
25257,-19.87%,Center Ossipee, NH,488
4913,31.14%,Center Point, IA,"2,632"
26016,-23.63%,Center Point, IN,223
26425,-25.93%,Center Point, AL,"16,876"
27955,-41.63%,Center Point, LA,293
1312,92.86%,Center Ridge, AR,567
27112,-31.48%,Center Sandwich, NH,74
5177,29.47%,Centerburg, OH,"1,854"
7606,18.27%,Centereach, NY,"32,270"
7168,19.94%,Centerfield, UT,"1,257"
9538,12.54%,Centerport, PA,368
13225,4.98%,Centerport, NY,"5,717"
164,378.94%,Centerton, AR,"10,278"
10732,9.73%,Centertown, MO,282
17628,-1.56%,Centertown, TN,253
25921,-23.08%,Centertown, KY,320
9091,13.65%,Centerview, MO,283
1770,74.57%,Centerville, GA,"7,468"
2574,56.67%,Centerville, WA,188
3370,45.03%,Centerville, MO,248
5051,30.26%,Centerville, SC,"6,749"
7230,19.68%,Centerville, MN,"3,832"
9060,13.73%,Centerville, TX,"1,027"
9204,13.36%,Centerville, CA,348
10426,10.41%,Centerville, UT,"16,104"
11230,8.65%,Centerville, IN,"2,637"
13731,4.18%,Centerville, OH,"23,986"
20018,-5.46%,Centerville, TN,"3,586"
21102,-7.49%,Centerville, IA,"5,480"
23879,-14.57%,Centerville, PA,211
24486,-16.70%,Centerville, SD,758
28851,-63.64%,Centerville, NC,36
19466,-4.54%,Centerville borough, PA,"3,236"
19865,-5.22%,Centerville Village, OH,127
26017,-23.64%,Centrahoma, OK,84
3199,46.79%,Central, SC,"5,170"
7932,17.12%,Central, UT,650
14803,2.57%,Central, LA,"27,505"
18502,-2.99%,Central, AZ,422
26127,-24.18%,Central, TN,"2,060"
27179,-32.09%,Central, AK,91
27232,-32.61%,Central Bridge, NY,405
4738,32.23%,Central City, CO,681
10191,10.98%,Central City, IA,"1,284"
16063,0.66%,Central City, KY,"5,932"
18719,-3.37%,Central City, NE,"2,897"
23554,-13.56%,Central City, AR,459
24117,-15.44%,Central City, SD,126
25422,-20.51%,Central City, PA,"1,000"
25633,-21.52%,Central City, IL,"1,076"
14826,2.53%,Central Falls, RI,"19,406"
13881,3.94%,Central Garage, VA,"1,002"
17870,-1.95%,Central Gardens, TX,"4,026"
12605,6.05%,Central Heights-Midland City, AZ,"2,857"
6420,22.96%,Central High, OK,"1,173"
9192,13.41%,Central Islip, NY,"36,233"
11870,7.37%,Central Lake, MI,"1,063"
25592,-21.35%,Central Pacolet, SC,210
18262,-2.58%,Central Park, WA,"2,492"
3869,39.62%,Central Point, OR,"17,443"
7644,18.10%,Central Square, NY,"1,944"
557,167.80%,Central Valley, UT,632
7383,19.06%,Centralhatchee, GA,456
7730,17.82%,Centralia, IA,119
9338,13.04%,Centralia, WA,"16,664"
10936,9.30%,Centralia, MO,"4,125"
17817,-1.87%,Centralia, KS,524
21787,-8.89%,Centralia, IL,"12,880"
29211,-90.48%,Centralia, PA,2
10372,10.54%,Centre, AL,"3,555"
12524,6.21%,Centre Hall, PA,"1,146"
20246,-5.86%,Centre Island, NY,418
841,125.94%,Centreville, MD,"4,451"
2880,51.41%,Centreville, VA,"73,677"
10359,10.58%,Centreville, AL,"2,727"
11697,7.66%,Centreville, MI,"1,700"
13351,4.76%,Centreville, MS,"1,760"
23200,-12.49%,Centreville, IL,"5,208"
8345,15.72%,Centuria, WI,"1,001"
563,167.14%,Century, WV,187
23448,-13.19%,Century, FL,"1,488"
22636,-10.87%,Ceredo, WV,"1,493"
4455,34.56%,Ceres, CA,"46,570"
15326,1.74%,Ceresco, NE,936
18902,-3.67%,Cerritos, CA,"49,599"
22136,-9.61%,Cerro Gordo, IL,"1,298"
24713,-17.62%,Cerro Gordo, NC,201
24539,-16.92%,Cerulean, KY,270
7118,20.08%,Cesar Chavez, TX,"1,764"
11112,8.91%,Cetronia, PA,"2,115"
25319,-20.10%,Ceylon, MN,330
4802,31.88%,Chackbay, LA,"5,299"
11109,8.92%,Chacra, CO,476
16117,0.56%,Chadbourn, NC,"2,141"
14183,3.46%,Chadron, NE,"5,829"
22314,-10.10%,Chadwick, IL,454
1774,74.50%,Chadwicks, NY,"2,087"
18402,-2.83%,Chaffee, MO,"2,958"
15249,1.86%,Chagrin Falls, OH,"4,099"
11432,8.20%,Chain Lake, WA,"4,566"
4491,34.26%,Chain O' Lakes, WI,"1,011"
3754,40.66%,Chain Of Rocks, MO,128
4085,37.80%,Chain-O-Lakes, MO,175
16036,0.70%,Chalco, NE,"10,811"
10669,9.89%,Chalfant, PA,956
21601,-8.46%,Chalfant, CA,714
13907,3.90%,Chalfont, PA,"4,052"
4456,34.52%,Chalkhill, PA,113
14908,2.41%,Chalkyitsik, AK,85
22656,-10.94%,Challenge-Brownsville, CA,952
10095,11.22%,Challis, ID,"1,011"
23837,-14.42%,Chalmers, IN,439
27834,-39.58%,Chalmette, LA,"19,375"
26590,-26.94%,Chama, NM,876
19994,-5.42%,Chamberino, NM,855
9045,13.77%,Chamberlain, SD,"2,660"
4535,33.95%,Chamberlayne, VA,"5,867"
25934,-23.12%,Chambers, NE,256
8819,14.38%,Chambersburg, PA,"20,430"
2100,65.78%,Chamblee, GA,"15,835"
12073,6.98%,Chamisal, NM,322
14798,2.57%,Chamita, NM,"1,037"
7139,20.00%,Chamizal, NM,48
25526,-21.05%,Chamois, MO,360
21525,-8.33%,Champ, MO,11
6478,22.71%,Champaign, IL,"82,848"
5085,30.00%,Champion, NE,78
3797,40.17%,Champion Heights, OH,"6,626"
20120,-5.63%,Champlain, NY,"1,107"
12465,6.30%,Champlin, MN,"23,591"
25399,-20.42%,Chance, MD,300
20854,-7.01%,Chancellor, SD,305
3970,38.88%,Chandler, AZ,"245,231"
4697,32.59%,Chandler, TX,"2,783"
10828,9.54%,Chandler, OK,"3,113"
13466,4.59%,Chandler, IN,"3,236"
18876,-3.62%,Chandler, MN,266
19549,-4.69%,Chandlerville, IL,671
7641,18.12%,Chanhassen, MN,"24,003"
1964,69.14%,Channahon, IL,"12,422"
22910,-11.58%,Channel Islands Beach, CA,"2,778"
26305,-25.10%,Channel Lake, IL,"1,337"
4886,31.31%,Channelview, TX,"38,980"
28226,-46.35%,Channing, TX,191
28038,-42.91%,Chantilly, VA,"23,431"
18072,-2.31%,Chanute, KS,"9,194"
830,127.32%,Chaparral, NM,"13,905"
29223,-92.31%,Chaparrito, TX,8
2901,51.11%,Chapel Hill, TN,"1,425"
7195,19.84%,Chapel Hill, NC,"58,379"
3225,46.51%,Chapeno, TX,63
792,132.32%,Chapin, SC,"1,459"
1952,69.47%,Chapin, IA,161
25739,-22.13%,Chapin, IL,461
11426,8.22%,Chaplin, KY,382
8218,16.12%,Chapman, KS,"1,441"
24633,-17.30%,Chapman, NE,282
26163,-24.36%,Chapman, PA,177
14810,2.56%,Chapmanville, WV,"1,242"
29190,-87.64%,Chappaqua, NY,"1,170"
22874,-11.50%,Chappell, NE,870
3478,43.75%,Charco, AZ,23
16424,0.10%,Chardon, OH,"5,161"
16910,-0.51%,Charenton, LA,"1,934"
20746,-6.78%,Chariton, IA,"4,263"
22665,-10.97%,Charlack, MO,"1,274"
24411,-16.46%,Charleroi, PA,"4,069"
11985,7.14%,Charles City, VA,150
18623,-3.20%,Charles City, IA,"7,562"
1410,87.96%,Charles Town, WV,"5,464"
2002,67.99%,Charleston, UT,635
5122,29.81%,Charleston, SC,"125,458"
